full_name,entity_type,practice_areas,office_address,city,phone,website,guide_code,guide_practice_label,rank_tier,rank_label_raw,rank_year,source_url,notes
"רז, דלוגין ושות' - משרד עורכי דין",firm,הייטק,,,,,G1,הייטק,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
שבלת ושות',firm,הייטק,,,,,G1,הייטק,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
אפשטיין רוזנבלום מעוז (ERM),firm,הייטק,,,,,G1,הייטק,2,בולטים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
ברנע ג'פה לנדה,firm,הייטק,,,,,G1,הייטק,2,בולטים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
פירון משרד עורכי דין,firm,הייטק,,,,,G1,הייטק,2,בולטים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
צמח שניידר ושות' עורכי דין,firm,הייטק,,,,,G1,הייטק,2,בולטים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
קצנל דימנט עורכי דין,firm,הייטק,,,,,G1,הייטק,2,בולטים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
ש. הורוביץ,firm,הייטק,,,,,G1,הייטק,2,בולטים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
GT גרינברג טראוריג,firm,הייטק,,,,,G1,הייטק,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"א.ש. שמרון, י. מלכו, פרסקי ושות' - משרד עורכי דין",firm,הייטק,,,,,G1,הייטק,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"איזרדל שפירא מונוסביץ חורב ושות', עורכי דין",firm,הייטק,,,,,G1,הייטק,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
ארנון שגב ושות',firm,הייטק,,,,,G1,הייטק,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
בנאי עזריאל שטרן - עורכי דין,firm,הייטק,,,,,G1,הייטק,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
גיל סולומון ושות' משרד עורכי דין,firm,הייטק,,,,,G1,הייטק,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"דוד, לונגו, רזניק ושות' עו""ד",firm,הייטק,,,,,G1,הייטק,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
ליפא ושות',firm,הייטק,,,,,G1,הייטק,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"מטרי, מאירי, וכט ושות' עורכי דין",firm,הייטק,,,,,G1,הייטק,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
סאליבן תל אביב (Sullivan & Worcester),firm,הייטק,,,,,G1,הייטק,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
פרימס ושות',firm,הייטק,,,,,G1,הייטק,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"ש. פרידמן, אברמזון ושות'",firm,הייטק,,,,,G1,הייטק,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"תל-צור ושות', משרד עורכי דין",firm,הייטק,,,,,G1,הייטק,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/הייטק,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
AYR - עמר רייטר ז'אן שוכטוביץ ושות',firm,התחדשות עירונית,,,,,G1,התחדשות עירונית,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"CBA שרקון, בן-עמי, אשר ושות' - משרד עורכי דין",firm,התחדשות עירונית,,,,,G1,התחדשות עירונית,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"EBN - ארדינסט, בן נתן, טולידאנו",firm,התחדשות עירונית,,,,,G1,התחדשות עירונית,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"RCP רז-כהן, פרשקר ושות' עורכי דין",firm,התחדשות עירונית,,,,,G1,התחדשות עירונית,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
אגמון עם טולצ'ינסקי,firm,התחדשות עירונית,,,,,G1,התחדשות עירונית,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"אטיאס, גראור, וישניצקי, ענבר ושות'",firm,התחדשות עירונית,,,,,G1,התחדשות עירונית,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
אלדר אדטו משרד עורכי דין,firm,התחדשות עירונית,,,,,G1,התחדשות עירונית,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
אפשטיין רוזנבלום מעוז (ERM),firm,התחדשות עירונית,,,,,G1,התחדשות עירונית,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"ארנון, תדמור-לוי",firm,התחדשות עירונית,,,,,G1,התחדשות עירונית,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
גולדפרב גרוס זליגמן,firm,התחדשות עירונית,,,,,G1,התחדשות עירונית,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
גינדי - כספי ושות',firm,התחדשות עירונית,,,,,G1,התחדשות עירונית,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
גרומן ושות' חברת עורכי דין,firm,התחדשות עירונית,,,,,G1,התחדשות עירונית,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"דורון, טיקוצקי ושות'",firm,התחדשות עירונית,,,,,G1,התחדשות עירונית,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
הלפרט ושות' משרד עורכי דין ונוטריון,firm,התחדשות עירונית,,,,,G1,התחדשות עירונית,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
הרטבי-בורנשטיין-בסון ושות',firm,התחדשות עירונית,,,,,G1,התחדשות עירונית,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
הרצוג פוקס נאמן,firm,התחדשות עירונית,,,,,G1,התחדשות עירונית,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
