family_head_term,family_key,severity,total_clicks,total_impressions,designated_winner,competing_urls,url_metrics,resolutions
50-31,50 31,MEDIUM,0,10,https://jus-tice.co.il/articles/ערעור-פלילי-מס-50-31-בבית-המשפט-העליון-בשב/,https://jus-tice.co.il/articles/ערעור-פלילי-מס-50-31-בבית-המשפט-העליון-בשב/;https://jus-tice.co.il/court-appeal-criminal-tax-house-50/,0c/5i/p5.0;0c/5i/p24.7,WINNER;NOINDEX
אביגדור פלדמן משרד,אביגדור פלדמן משרד,MEDIUM,0,10,https://jus-tice.co.il/עורכי-דין/עורכי-הדין-המפורסמים-ביותר-להגנה-פליל/,https://jus-tice.co.il/עורכי-דין/עורכי-הדין-המפורסמים-ביותר-להגנה-פליל/;https://jus-tice.co.il/best-criminal-defence-lawyers-worldwide/,0c/7i/p37.4;0c/3i/p74.0,WINNER;DIFFERENTIATE→עורכי הדין הפליליים הטובים בעולם ובישראל
אגרת אישור הסכם גירושין,אגרת אישור הסכם גירושין,MEDIUM,0,10,https://jus-tice.co.il/divorce-costs-2025/,https://jus-tice.co.il/divorce-costs-2025/;https://jus-tice.co.il/online-family-law-services/;https://jus-tice.co.il/;https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,0c/4i/p42.8;0c/4i/p76.0;0c/1i/p37.0;0c/1i/p44.0,WINNER;DIFFERENTIATE→דיני משפחה עורך דין;DIFFERENTIATE→;DIFFERENTIATE→הסכם גירושין מחיר
אגרת בקשה ליישוב סכסוך,אגרת בקשה ליישוב סכסוך,MEDIUM,0,10,https://jus-tice.co.il/psakdin/תקנות-סדר-הדין-האזרחי-התשעח-2018/,https://jus-tice.co.il/psakdin/תקנות-סדר-הדין-האזרחי-התשעח-2018/;https://jus-tice.co.il/תיק-104334/3-בבית-הדין-הרבני-האזורי-באר-שבע/;https://jus-tice.co.il/online-family-law-services/,0c/4i/p78.0;0c/4i/p98.2;0c/2i/p76.5,WINNER;DIFFERENTIATE→;DIFFERENTIATE→דיני משפחה עורך דין
אדוארד בייקר לינקולן,אדוארד בייקר לינקולן,MEDIUM,0,10,https://jus-tice.co.il/lawyer-near-me-criminal-law/,https://jus-tice.co.il/lawyer-near-me-criminal-law/;https://jus-tice.co.il/עורכי-דין/עורכי-הדין-המפורסמים-ביותר-להגנה-פליל/,0c/6i/p49.0;0c/4i/p53.5,WINNER;DIFFERENTIATE→
איזה מטבע בפורטוגל,איזה מטבע בפורטוגל,MEDIUM,0,10,https://jus-tice.co.il/banking-financ-portugal/,https://jus-tice.co.il/banking-financ-portugal/;https://jus-tice.co.il/portugal-economy/;https://jus-tice.co.il/list-of-taxes-portugal/;https://jus-tice.co.il/portugal/,0c/5i/p47.8;0c/2i/p40.0;0c/2i/p61.5;0c/1i/p62.0,WINNER;DIFFERENTIATE→כלכלת פורטוגל;DIFFERENTIATE→רשימת מיסים פורטוגל;DIFFERENTIATE→פורטוגל לישראלים
איך מבטלים צו הגנה,איך מבטלים צו הגנה,MEDIUM,0,10,https://jus-tice.co.il/בקשת-צו-הגנה-למניעת-אלימות-במשפחה-הט-61185-11-22/,https://jus-tice.co.il/בקשת-צו-הגנה-למניעת-אלימות-במשפחה-הט-61185-11-22/;https://jus-tice.co.il/צו-הגנה-ביחס-למשיב-שפרנסתו-דורשת-נשיאת-נשק/,0c/5i/p56.6;0c/5i/p86.4,WINNER;DIFFERENTIATE→
איך מוצאים עורך דין פרו בונו,איך מוצאים עורך דין פרו בונו,MEDIUM,0,10,https://jus-tice.co.il/articles/איתור-עורך-דין-מציאת-עורך-דין-מוסמך-קר/,https://jus-tice.co.il/articles/איתור-עורך-דין-מציאת-עורך-דין-מוסמך-קר/;https://jus-tice.co.il/legal-clinic/;https://jus-tice.co.il/;https://jus-tice.co.il/find-lawyer-how-to-find-good-attorney/,0c/5i/p24.2;0c/2i/p26.0;0c/2i/p89.5;0c/1i/p79.0,WINNER;DIFFERENTIATE→הקמת קליניקה;DIFFERENTIATE→;DIFFERENTIATE→עורך דין מומלץ
איפה הכי זול לגור בארץ,איפה הכי זול לגור בארץ,MEDIUM,0,10,https://jus-tice.co.il/low-value-invest-abroad/,https://jus-tice.co.il/low-value-invest-abroad/;https://jus-tice.co.il/איפה-הכי-משתלם-למשקיע-הישראלי-לקנות-דירה-בעולם/;https://jus-tice.co.il/guide-israeli-apartment-2025/,0c/7i/p48.7;0c/2i/p20.5;0c/1i/p17.0,WINNER;DIFFERENTIATE→;DIFFERENTIATE→איפה הכי כדאי לקנות דירה להשקעה
בדיקות לפני קניית דירה,בדיקות לפני קניית דירה,MEDIUM,0,10,https://jus-tice.co.il/home-inspection/,https://jus-tice.co.il/home-inspection/;https://jus-tice.co.il/מדריך-מקיף-לתהליך-רכישת-דירה/;https://jus-tice.co.il/articles/10-נושאים-קריטיים-שחייבים-לבדוק-לפני-קני/,0c/7i/p49.9;0c/2i/p53.5;0c/1i/p99.0,WINNER;DIFFERENTIATE→;DIFFERENTIATE→
בדיקת+עסקת+נדל״ן,בדיקת עסקת נדלן,MEDIUM,0,10,https://jus-tice.co.il/land-appreciation-tax/,https://jus-tice.co.il/land-appreciation-tax/;https://jus-tice.co.il/מדריך-מקיף-לתהליך-רכישת-דירה/,0c/7i/p67.4;0c/3i/p86.0,WINNER;DIFFERENTIATE→
בולדוג ניהול מוניטין,בולדוג ניהול מוניטין,MEDIUM,0,10,https://jus-tice.co.il/עורך-דין-צבאי/,https://jus-tice.co.il/עורך-דין-צבאי/;https://jus-tice.co.il/iflr1000/;https://jus-tice.co.il/psakdin/פסד-בתביעה-להפחתת-מזונות-ילדים-שנקבעו/,0c/7i/p35.3;0c/2i/p54.0;0c/1i/p95.0,WINNER;DIFFERENTIATE→iflr1000;DIFFERENTIATE→
בית הדין הרבני האזורי אשדוד,בית הדין הרבני האזורי אשדוד,MEDIUM,0,10,https://jus-tice.co.il/rabbinical-court/,https://jus-tice.co.il/rabbinical-court/;https://jus-tice.co.il/family-law/;https://jus-tice.co.il/גירושין-קבלת-זכויות-פנסיוניות-מהוונות-במקום-רישומן-על-שם-הזכאי-בהתאם-לחוק-לחלוקת-חיסכון-פנסיוני/;https://jus-tice.co.il/פסד-סידור-גט-לפני-הכרעה-בתביעות-הצדדים-37883-9-ביהד-אשדוד/;https://jus-tice.co.il/תחומי-התמחות/דיני-משפחה/גירושין/,0c/5i/p53.4;0c/2i/p65.0;0c/1i/p48.0;0c/1i/p50.0;0c/1i/p72.0,WINNER;DIFFERENTIATE→סיכום דיני משפחה;DIFFERENTIATE→;DIFFERENTIATE→;DIFFERENTIATE→
בית הדין הרבני צדדים,בית הדין הרבני צדדים,MEDIUM,0,10,https://jus-tice.co.il/wp-content/uploads/2020/01/כתב-תביעה-ת.ע-18.09.2023-קוד-הטופס-305-016-05.pdf/,https://jus-tice.co.il/wp-content/uploads/2020/01/כתב-תביעה-ת.ע-18.09.2023-קוד-הטופס-305-016-05.pdf/;https://jus-tice.co.il/סמכויות-בית-הדין-הרבני-ליישום-ואכיפת-הסכם-שאישר-בנוגע-להסדרי-שהות/;https://jus-tice.co.il/בית-הדין-הרבני-קנה-סמכות-למרות-הגשת-תובענה-בעניין-החזקת-ילדים/,0c/5i/p46.0;0c/3i/p67.0;0c/2i/p89.5,WINNER;DIFFERENTIATE→;DIFFERENTIATE→
בית הדין הרבני תל אביב טפסים,בית הדין הרבני תל אביב טפסים,MEDIUM,0,10,https://jus-tice.co.il/free-divorce-agreement-template/,https://jus-tice.co.il/free-divorce-agreement-template/;https://jus-tice.co.il/request-for-family-dispute-settlements/;https://jus-tice.co.il/חשש-למשוא-פנים-של-בית-הדין-ולהטיית-הדין/,0c/5i/p46.8;0c/3i/p51.3;0c/2i/p75.0,WINNER;DIFFERENTIATE→בקשה ליישוב סכסוך דוגמא;DIFFERENTIATE→
בקשה לעיון בחומר חקירה משטרה,בקשה לעיון בחומר חקירה משטרה,MEDIUM,0,10,https://jus-tice.co.il/articles/בקשה-להעתקת-חומרי-חקירה-ומסמכים-בהליכ/,https://jus-tice.co.il/articles/בקשה-להעתקת-חומרי-חקירה-ומסמכים-בהליכ/;https://jus-tice.co.il/בקשה-לעיון-בחומר-חקירה-לפי-סעיף-74-לחסדפ/;https://jus-tice.co.il/תחנות-משטרה-כתובת-טלפון-רשימה-ארצית-מעודכן/,0c/7i/p18.1;0c/2i/p38.0;0c/1i/p32.0,WINNER;DIFFERENTIATE→;DIFFERENTIATE→
בקשה לקיצור הליכים יישוב סכסוך,בקשה לקיצור הליכים יישוב סכסוך,MEDIUM,0,10,https://jus-tice.co.il/request-for-family-dispute-settlements/,https://jus-tice.co.il/request-for-family-dispute-settlements/;https://jus-tice.co.il/is-a-law-for-the-settlement-of-family-disputes-successful/,0c/5i/p16.0;0c/5i/p57.6,WINNER;DIFFERENTIATE→החוק להסדר התדיינויות בסכסוכי משפחה
דירות במנהטן,דירות במנהטן,MEDIUM,0,10,https://jus-tice.co.il/רכישת-נדלן-במנהטן-מה-חובה-לבדוק-לפני-ביצוע-עסקה/,https://jus-tice.co.il/רכישת-נדלן-במנהטן-מה-חובה-לבדוק-לפני-ביצוע-עסקה/;https://jus-tice.co.il/השקעות-נדלן-בניו-יורק-מבט-מורחב-למשקיעים-ישראלים/,0c/5i/p52.2;0c/5i/p63.0,WINNER;DIFFERENTIATE→
האם כדאי לקנות דירה בסלוניקי,האם כדאי לקנות דירה בסלוניקי,MEDIUM,0,10,https://jus-tice.co.il/investing-in-greece-real-estate/,https://jus-tice.co.il/investing-in-greece-real-estate/;https://jus-tice.co.il/buying-property-in-greece/;https://jus-tice.co.il/articles/איפה-הכי-משתלם-לישראלים-לקנות-נדלן-בעו/,0c/6i/p36.8;0c/3i/p50.7;0c/1i/p68.0,WINNER;DIFFERENTIATE→בית ביוון;DIFFERENTIATE→
הגשת תמלול לבית משפט חוק,הגשת תמלול לבית משפט חוק,MEDIUM,0,10,https://jus-tice.co.il/legal-writing/,https://jus-tice.co.il/legal-writing/;https://jus-tice.co.il/חוק-החוזים-תרופות-בשל-הפרת-חוזה-תשלא-1970/;https://jus-tice.co.il/psakdin/;https://jus-tice.co.il/סדר-דין-פלילי-חוק-המעצרים/;https://jus-tice.co.il/labor_law/תקנות-קורונה-הגבלת-מספר-העובדים-במקום/,0c/3i/p79.7;0c/2i/p96.5;0c/2i/p98.0;0c/2i/p100.5;0c/1i/p83.0,WINNER;DIFFERENTIATE→;DIFFERENTIATE→;DIFFERENTIATE→;DIFFERENTIATE→
החיה הלאומית של קנדה,החיה הלאומית של קנדה,MEDIUM,0,10,https://jus-tice.co.il/articles/עורך-דין-משפט-פלילי-בינלאומי/,https://jus-tice.co.il/articles/עורך-דין-משפט-פלילי-בינלאומי/;https://jus-tice.co.il/china-lawyers/,0c/5i/p50.4;0c/5i/p54.6,WINNER;DIFFERENTIATE→עורך דין סין
היוון דמי מזונות,היוון דמי מזונות,MEDIUM,0,10,https://jus-tice.co.il/psakdin/תביעה-למזונות-אישה-וקטינות/,https://jus-tice.co.il/psakdin/תביעה-למזונות-אישה-וקטינות/;https://jus-tice.co.il/decision6199-03-18/;https://jus-tice.co.il/תקנות-הביטוח-הלאומי-קביעת-דרגת-נכות-לנפגעי-עבודה-תשטז-1956/,0c/6i/p62.7;0c/3i/p82.0;0c/1i/p68.0,"WINNER;DIFFERENTIATE→פס""ד בעניין תביעה רכושית בין בני זוג לשעבר;DIFFERENTIATE→"
המדריך לקניית דירה,המדריך לקניית דירה,MEDIUM,0,10,https://jus-tice.co.il/articles/מדריך-מקיף-לקניית-דירה-ראשונה/,https://jus-tice.co.il/articles/מדריך-מקיף-לקניית-דירה-ראשונה/;https://jus-tice.co.il/buying-apartment-guide-comprehensive/;https://jus-tice.co.il/articles/10-נושאים-קריטיים-שחייבים-לבדוק-לפני-קני/,0c/7i/p44.9;0c/2i/p64.5;0c/1i/p85.0,WINNER;NOINDEX;DIFFERENTIATE→
המספר של המשטרה,המספר של המשטרה,MEDIUM,0,10,https://jus-tice.co.il/תחנות-משטרה-כתובת-טלפון-רשימה-ארצית-מעודכן/,https://jus-tice.co.il/תחנות-משטרה-כתובת-טלפון-רשימה-ארצית-מעודכן/;https://jus-tice.co.il/israel-police/;https://jus-tice.co.il/child-support-alimony-updated-guidelines-2023/;https://jus-tice.co.il/lahav-433/,0c/5i/p48.0;0c/3i/p64.3;0c/1i/p32.0;0c/1i/p44.0,WINNER;DIFFERENTIATE→משטרת ישראל;DIFFERENTIATE→המטה הארצי משטרת ישראל טלפון;DIFFERENTIATE→להב 433 טלפון
הסדרי ראיה מקובלים לתינוק,הסדרי ראיה מקובלים לתינוק,MEDIUM,0,10,https://jus-tice.co.il/עורך-דין-רשלנות-רפואית-בלידה-מומלץ/,https://jus-tice.co.il/עורך-דין-רשלנות-רפואית-בלידה-מומלץ/;https://jus-tice.co.il/פסד-משמורת-משותפת-הרחבת-הסדרי-שהות-לאב-1244887-2/;https://jus-tice.co.il/mom-full-custody/,0c/6i/p98.3;0c/2i/p78.5;0c/2i/p99.5,WINNER;DIFFERENTIATE→;DIFFERENTIATE→משמורת בלעדית לאם
הסדרי ראייה במשמורת משותפת,הסדרי ראייה במשמורת משותפת,MEDIUM,0,10,https://jus-tice.co.il/joint-custody-shared-parenting/,https://jus-tice.co.il/joint-custody-shared-parenting/;https://jus-tice.co.il/child-custody-modification/,0c/7i/p91.7;0c/3i/p95.0,WINNER;DIFFERENTIATE→שינוי משמורת ילדים
הסכם גירושין ילדים,הסכם גירושין ילדים,MEDIUM,0,10,https://jus-tice.co.il/free-divorce-agreement-template/,https://jus-tice.co.il/free-divorce-agreement-template/;https://jus-tice.co.il/what-should-a-divorce-settlement-agreement-include/;https://jus-tice.co.il/what-is-a-divorce-settlement-agreement/,0c/6i/p65.3;0c/3i/p87.0;0c/1i/p97.0,WINNER;DIFFERENTIATE→הסכם גירושין;DIFFERENTIATE→איך מכינים הסכם גירושין
הסניגור,הסניגור,MEDIUM,0,10,https://jus-tice.co.il/practice-areas/public-defense/,https://jus-tice.co.il/practice-areas/public-defense/;https://jus-tice.co.il/משרד-המשפטים-ישראל/סניגוריה-ציבורית/,0c/4i/p25.2;0c/6i/p49.8,WINNER;DIFFERENTIATE→
הערכת שווי חברה משפחתית,הערכת שווי חברה משפחתית,MEDIUM,0,10,https://jus-tice.co.il/גירושין-חלוקת-עסק-נכס-או-מוניטין-מעמדה-של-חוד-מומחה/,https://jus-tice.co.il/גירושין-חלוקת-עסק-נכס-או-מוניטין-מעמדה-של-חוד-מומחה/;https://jus-tice.co.il/articles/גירושין-איזון-המשאבים-בין-בני-זוג-מתגרשים-חלוקת-ערך-החברה-שבבעלות-הבעל/,0c/7i/p76.3;0c/3i/p91.3,WINNER;DIFFERENTIATE→
הקדמת טיסה פיצוי,הקדמת טיסה פיצוי,MEDIUM,0,10,https://jus-tice.co.il/תק-25449-12-20-פלונית-ואח-נ-יונייטד-אירליינס-אינק/,https://jus-tice.co.il/תק-25449-12-20-פלונית-ואח-נ-יונייטד-אירליינס-אינק/;https://jus-tice.co.il/חוק-שירותי-תעופה-פיצוי-וסיוע-בשל-ביטול-טיסה-או-שינוי-בתנאיה-התשעב-2012/,0c/7i/p63.3;0c/3i/p37.7,WINNER;DIFFERENTIATE→
07 19,07 19,MEDIUM,0,9,https://jus-tice.co.il/33316-07-19/,https://jus-tice.co.il/33316-07-19/;https://jus-tice.co.il/75054-07-19/;https://jus-tice.co.il/הרשעת-נאשם-בעבירות-מין-בבתו-ואלימות-כלפי-ילדיו/,0c/5i/p31.8;0c/3i/p42.0;0c/1i/p72.0,WINNER;DIFFERENTIATE→תביעה נגד מנהל עזבון בטענה שלא השכיר נכסים שהיו;DIFFERENTIATE→
אגרה לצו ירושה,אגרה לצו ירושה,MEDIUM,0,9,https://jus-tice.co.il/inheritance-order/,https://jus-tice.co.il/inheritance-order/;https://jus-tice.co.il/articles/תע-45543-11-21-בקשה-לביטול-צו-קיום-צוואה-לאחר-גי/,0c/6i/p38.2;0c/3i/p60.0,WINNER;DIFFERENTIATE→
איך הולך תהליך גירושים,איך הולך תהליך גירושין,MEDIUM,0,9,https://jus-tice.co.il/גירושין-בארצות-הברית/,https://jus-tice.co.il/גירושין-בארצות-הברית/;https://jus-tice.co.il/strategic-divorce-cost-planning/;https://jus-tice.co.il/review-of-divorce-by-divorce-lawyer-israel/,0c/4i/p73.8;0c/2i/p43.5;0c/3i/p82.3,WINNER;DIFFERENTIATE→גירושים חכמים : כך תנהלו את פתיחת הליך הגירושין;DIFFERENTIATE→
איך לקנות דירה ראשונה בישראל,איך לקנות דירה ראשונה בישראל,MEDIUM,0,9,https://jus-tice.co.il/articles/רכישת-נדלן-2025-כל-מה-שצריך-לדעת/,https://jus-tice.co.il/articles/רכישת-נדלן-2025-כל-מה-שצריך-לדעת/;https://jus-tice.co.il/buying-apartment-guide-comprehensive/;https://jus-tice.co.il/איך-לקנות-נדלן-בזול-ולהרוויח/,0c/6i/p49.5;0c/2i/p73.5;0c/1i/p77.0,WINNER;NOINDEX;DIFFERENTIATE→
איך מבטלים הסכם פשרה,איך מבטלים הסכם פשרה,MEDIUM,0,9,https://jus-tice.co.il/ביטול-הסכם-ממון-שאושר-וקיבל-תוקף-של-פסק-דין-תהס-27071-11-19/,https://jus-tice.co.il/ביטול-הסכם-ממון-שאושר-וקיבל-תוקף-של-פסק-דין-תהס-27071-11-19/;https://jus-tice.co.il/lawyer-netherlands/,0c/5i/p90.8;0c/4i/p81.8,WINNER;DIFFERENTIATE→עורך דין הולנד
איסור הלבנת הון להלכה ולמעשה,איסור הלבנת הון להלכה ולמעשה,MEDIUM,0,9,https://jus-tice.co.il/סדר-דין-פלילי-חוק-המעצרים/,https://jus-tice.co.il/סדר-דין-פלילי-חוק-המעצרים/;https://jus-tice.co.il/חוקי-הנדלן-בישראל-מול-צרפת/;https://jus-tice.co.il/what-is-money-laundering/;https://jus-tice.co.il/psakdin/חוק-זכות-יוצרים-התשסח-2007/,0c/3i/p77.3;0c/3i/p91.0;0c/2i/p74.0;0c/1i/p76.0,WINNER;DIFFERENTIATE→;DIFFERENTIATE→הלבנת הון;DIFFERENTIATE→
אישור משטרה לבגיר,אישור משטרה לבגיר,MEDIUM,1,9,https://jus-tice.co.il/petition-approval-debt-arrangement-creditors/,https://jus-tice.co.il/petition-approval-debt-arrangement-creditors/;https://jus-tice.co.il/טופס-לפי-חוק-למניעת-העסקה-של-עברייני-מין-במוסד-המכוון-למתן-שירות-לקטינים/,1c/7i/p9.9;0c/2i/p11.5,WINNER;DIFFERENTIATE→
אליהו ויצמן עורך דין באר שבע,אליהו ויצמן עורך דין באר שבע,MEDIUM,0,9,https://jus-tice.co.il/תחנות-משטרה-כתובת-טלפון-רשימה-ארצית-מעודכן/,https://jus-tice.co.il/תחנות-משטרה-כתובת-טלפון-רשימה-ארצית-מעודכן/;https://jus-tice.co.il/family-law/,0c/7i/p42.3;0c/2i/p41.0,WINNER;DIFFERENTIATE→סיכום דיני משפחה
אמיר ברמלי גזר דין,אמיר ברמלי גזר דין,MEDIUM,0,9,https://jus-tice.co.il/psakdin/פסד-אמיר-ברמלי-רוביקון-הכרעת-דין-בפרש/,https://jus-tice.co.il/psakdin/פסד-אמיר-ברמלי-רוביקון-הכרעת-דין-בפרש/;https://jus-tice.co.il/psakdin/שיעורי-הרשעה-וזיכוי-בהליכים-פליליים/;https://jus-tice.co.il/corona_virus/הוראות-מיוחדות-לעניין-ביטוח-אבטלה-תקנ/;https://jus-tice.co.il/psakdin/עונש-מאסר-פגע-וברח-גרימת-מוות-ברשלנות/,0c/3i/p7.0;0c/4i/p92.5;0c/1i/p89.0;0c/1i/p99.0,WINNER;DIFFERENTIATE→;DIFFERENTIATE→;DIFFERENTIATE→
