query,clicks_12m,impressions_12m,ctr_12m,position_12m,ranking_page_count,top_page,top_page_clicks,competing_pages,cannibalization_flag,branded_flag,money_keyword_flag
השוכר והמשכיר,0,1,0.00%,53.0,1,https://jus-tice.co.il/rental-agreement/,0,,FALSE,FALSE,FALSE
השוכר לא משלם דמי שכירות,0,2,0.00%,98.0,1,https://jus-tice.co.il/lease/,0,,FALSE,FALSE,FALSE
השוני בין חיי נישואין לחיי הגירושין,0,57,0.00%,42.8,4,https://jus-tice.co.il/%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%91%D7%90%D7%A8%D7%A6%D7%95%D7%AA-%D7%94%D7%91%D7%A8%D7%99%D7%AA/,0,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F/ | https://jus-tice.co.il/divorce-costs-2025/ | https://jus-tice.co.il/review-of-divorce-by-divorce-lawyer-israel/,TRUE,FALSE,FALSE
השופט,0,100,0.00%,48.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אבו טהה,0,1,0.00%,46.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אבי זמיר,0,1,0.00%,72.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אבי כהן,0,4,0.00%,31.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אבי לוי,0,4,0.00%,33.8,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אבי סתיו,0,1,0.00%,29.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אביגדור דורות,0,7,0.00%,9.9,1,https://jus-tice.co.il/%D7%94%D7%97%D7%9C%D7%98%D7%94-%D7%91%D7%AA%D7%99%D7%A7-%D7%97%D7%93%D7%9C%D7%95%D7%AA-%D7%A4%D7%99%D7%A8%D7%A2%D7%95%D7%9F-%D7%A9%D7%9C-%D7%97%D7%91%D7%A8%D7%AA-%D7%A1%D7%98%D7%95%D7%93%D7%99%D7%95-c/,0,,FALSE,FALSE,FALSE
השופט אביטל חן,0,1,0.00%,42.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אבישי קאופמן,0,1,0.00%,34.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אברהם טל,0,59,0.00%,49.9,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אברהם רובין,0,1,0.00%,41.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אבשלום מאושר,0,1,0.00%,49.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אהרון מלמד,0,1,0.00%,55.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אהרון פרקש,0,1,0.00%,43.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אור אדם,0,2,0.00%,33.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אורן שוורץ,0,1,0.00%,32.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אייל דורון,0,1,0.00%,25.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אייל כהן,0,13,0.00%,10.8,1,https://jus-tice.co.il/articles/%D7%96%D7%99%D7%9B%D7%95%D7%99-%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%AA%D7%A7%D7%99%D7%A4%D7%AA-%D7%91%D7%AA-%D7%96%D7%95%D7%92-%D7%9E%D7%97%D7%9E%D7%AA-%D7%94%D7%A1%D7%A4%D7%A7-%D7%A9%D7%95%D7%A4/,0,,FALSE,FALSE,FALSE
השופט אילן איטח,0,8,0.00%,19.6,1,https://jus-tice.co.il/decision13759-08-21/,0,,FALSE,FALSE,FALSE
השופט אילן סלע,0,2,0.00%,32.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אילן צור,0,3,0.00%,19.3,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט איתם,0,1,0.00%,31.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט איתן כהן,0,2,0.00%,29.5,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אלון,0,3,0.00%,52.0,2,https://jus-tice.co.il/%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%A7%D7%99%D7%95%D7%9D-%D7%A6%D7%95%D7%95%D7%90%D7%94-%D7%94%D7%9E%D7%A2%D7%A0%D7%99%D7%A7%D7%94-%D7%9B%D7%9C-%D7%94%D7%A8%D7%9B%D7%95%D7%A9-%D7%9C%D7%97%D7%91%D7%A8-%D7%95%D7%94%D7%AA%D7%A0%D7%92%D7%93%D7%95%D7%AA-%D7%90%D7%97%D7%95%D7%AA-%D7%94%D7%9E%D7%A0%D7%95%D7%97/,0,https://jus-tice.co.il/court-judge/,TRUE,FALSE,FALSE
השופט אלון אופיר,0,1,0.00%,31.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אלישי בן יצחק,0,1,0.00%,47.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אלעד לנג,0,1,0.00%,41.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אמיר דהאן,0,2,0.00%,32.5,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אמיר טובי,0,3,0.00%,41.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אסיף גיל,0,1,0.00%,23.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט ארדמן,0,1,0.00%,40.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט ארז שני משפחה,0,1,0.00%,18.0,1,https://jus-tice.co.il/%D7%94%D7%A9%D7%95%D7%A4%D7%98-%D7%90%D7%A8%D7%96-%D7%A9%D7%A0%D7%99-%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%90%D7%91-%D7%9C%D7%9E%D7%A9%D7%9E%D7%95%D7%A8%D7%AA-%D7%95%D7%97%D7%9C%D7%95%D7%A7%D7%AA-%D7%96%D7%9E%D7%A0%D7%99-%D7%A9%D7%94%D7%95%D7%AA-%D7%A9%D7%95%D7%95%D7%99%D7%9D-%D7%AA%D7%9C%D7%94%D7%9E-64033-06-21/,0,,FALSE,FALSE,FALSE
השופט אריאל ואגו,0,1,0.00%,37.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אריאל צימרמן,0,6,0.00%,47.0,2,https://jus-tice.co.il/%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%A9%D7%9C-%D7%A9%D7%95%D7%9B%D7%A8%D7%99%D7%9D-%D7%A0%D7%92%D7%93-%D7%94%D7%9E%D7%A9%D7%9B%D7%99%D7%A8%D7%94-%D7%95%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%A9%D7%9B%D7%A0%D7%92%D7%93/,0,https://jus-tice.co.il/court-judge/,TRUE,FALSE,FALSE
השופט אריה ביטון,0,4,0.00%,24.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט אריה נאמן,0,3,0.00%,36.7,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט בן שלו,0,1,0.00%,32.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט בני שגיא,0,5,0.00%,38.4,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט בנימין הירש דורון,0,27,0.00%,7.4,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט בנימין הירשל דורון,0,2,0.00%,28.5,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט בנימין יזרעאלי,0,1,0.00%,27.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט ג'ובראן,0,2,0.00%,97.5,1,https://jus-tice.co.il/2015-2016-major-supreme-court-ruling/,0,,FALSE,FALSE,FALSE
השופט גביזון,0,6,0.00%,14.2,1,https://jus-tice.co.il/%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%A7%D7%99%D7%95%D7%9D-%D7%A6%D7%95%D7%95%D7%90%D7%94-%D7%94%D7%9E%D7%A2%D7%A0%D7%99%D7%A7%D7%94-%D7%9B%D7%9C-%D7%94%D7%A8%D7%9B%D7%95%D7%A9-%D7%9C%D7%97%D7%91%D7%A8-%D7%95%D7%94%D7%AA%D7%A0%D7%92%D7%93%D7%95%D7%AA-%D7%90%D7%97%D7%95%D7%AA-%D7%94%D7%9E%D7%A0%D7%95%D7%97/,0,,FALSE,FALSE,FALSE
השופט גד מינא,0,1,0.00%,33.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט גיא הימן,0,1,0.00%,40.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט גיא פורר,0,1,0.00%,29.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט גיא שני,0,5,0.00%,29.4,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט גלעד נויטל,0,2,0.00%,53.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט גרוסקופף,0,1,0.00%,62.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט דוד יצחק,0,1,0.00%,21.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט דן כהן,0,3,0.00%,34.3,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט דרורי,0,10,0.00%,51.4,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט הנדל,0,2,0.00%,61.5,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט הקטן,0,1,0.00%,47.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט זגורי,0,8,0.00%,17.0,1,https://jus-tice.co.il/11314-01-23/,0,,FALSE,FALSE,FALSE
השופט זוסמן,0,1,0.00%,41.0,1,https://jus-tice.co.il/psakdin/%D7%A2%D7%A4-8360-19-%D7%93%D7%A0%D7%99%D7%90%D7%9C-%D7%96%D7%99%D7%A1%D7%9E%D7%9F-%D7%A0%D7%92%D7%93-%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%92%D7%99/,0,,FALSE,FALSE,FALSE
השופט חאג יחיא,0,4,0.00%,48.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט חיים כהן,0,6,0.00%,63.5,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט חיים פס,0,9,0.00%,24.6,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט חננאל שרעבי,0,6,0.00%,68.2,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט טל,0,1,0.00%,52.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט טל פפרני,0,1,0.00%,26.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט טל פרי,0,1,0.00%,33.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט יאיר דלוגין,0,1,0.00%,37.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט יאיר חסדיאל,0,1,0.00%,44.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט יואל עדן,0,3,0.00%,48.7,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט יוני לבני,0,2,0.00%,22.5,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט יוסי טורס,0,1,0.00%,31.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט יניב הלר,0,2,0.00%,39.5,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט יעקב דנינו,0,3,0.00%,27.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט יעקב שקד,0,8,0.00%,37.8,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט יצחק כהן,0,2,0.00%,42.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט ירון גולן,0,5,0.00%,15.8,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט ירון גת,0,1,0.00%,32.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט ישראל פת,0,1,0.00%,26.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט כשר,0,3,0.00%,49.7,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט ליאור ברינגר,0,1,0.00%,41.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט ליאור גלברד,0,3,0.00%,30.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט מגן אלטוביה,0,1,0.00%,30.0,1,https://jus-tice.co.il/%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%99%D7%96%D7%95%D7%92-%D7%AA%D7%90-4528-01-16/,0,,FALSE,FALSE,FALSE
השופט מוחמד עלי,0,1,0.00%,71.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט מוטי פירר,0,5,0.00%,25.2,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט מזרחי,0,8,0.00%,66.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט מיכאל תמיר,0,3,0.00%,36.0,2,https://jus-tice.co.il/%D7%AA%D7%97%D7%95%D7%9E%D7%99-%D7%94%D7%AA%D7%9E%D7%97%D7%95%D7%AA/%D7%9E%D7%A9%D7%A4%D7%98-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,https://jus-tice.co.il/court-judge/,TRUE,FALSE,FALSE
השופט מיכלס,0,2,0.00%,46.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט מכליס,0,19,0.00%,5.7,1,https://jus-tice.co.il/psakdin/%D7%A9%D7%97%D7%A8%D7%95%D7%A8-%D7%9E%D7%95%D7%A7%D7%93%D7%9D-%D7%A9%D7%9C-%D7%90%D7%A1%D7%99%D7%A8-%D7%9E%D7%A2%D7%A9%D7%94-%D7%9E%D7%92%D7%95%D7%A0%D7%94-%D7%91%D7%A7%D7%98%D7%99%D7%A0%D7%94/,0,,FALSE,FALSE,FALSE
השופט מנחם מזרחי,0,16,0.00%,68.7,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט מנחם נאמן,0,1,0.00%,54.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט מנחם קליין,0,1,0.00%,54.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט מצא,0,4,0.00%,55.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט מריו קליין,0,6,0.00%,48.8,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט משה בר עם,0,1,0.00%,61.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט משה דרורי,0,1,0.00%,52.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט משה סובל,0,1,0.00%,40.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט נחלון,0,1,0.00%,43.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט נחשון פישר,0,2,0.00%,37.5,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט ניר שניידרמן,0,5,0.00%,26.2,1,https://jus-tice.co.il/%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%94%D7%A8%D7%A9%D7%A2%D7%94-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%94%D7%95%D7%A0%D7%90%D7%94/,0,,FALSE,FALSE,FALSE
השופט נפתלי שילה,0,23,0.00%,25.8,2,https://jus-tice.co.il/%D7%A2%D7%A8%D7%A2%D7%95%D7%A8-%D7%A2%D7%9C-%D7%94%D7%97%D7%9C%D7%98%D7%94-%D7%A9%D7%A7%D7%95%D7%91%D7%A2%D7%AA-%D7%A9%D7%90%D7%91-%D7%99%D7%A4%D7%92%D7%A9-%D7%A2%D7%9D-%D7%91%D7%A0%D7%95-%D7%94%D7%A7%D7%98%D7%99%D7%9F-%D7%91%D7%9E%D7%A8%D7%9B%D7%96-%D7%A7%D7%A9%D7%A8-%D7%9C%D7%90%D7%97%D7%A8-%D7%A9%D7%94%D7%95%D7%A7%D7%A4%D7%90%D7%95-%D7%96%D7%9E%D7%A0%D7%99-%D7%94%D7%A9%D7%94%D7%95%D7%AA/,0,https://jus-tice.co.il/decision3127-04-22/,TRUE,FALSE,FALSE
השופט סאאב דבור,0,66,0.00%,35.4,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט סגל,0,1,0.00%,56.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט עדי סומך,0,1,0.00%,22.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט עדן סילברמן,0,1,0.00%,8.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט עובד אליאס,0,3,0.00%,39.7,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט עודד מאור,0,20,0.00%,44.3,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט עודד מורנו,0,2,0.00%,37.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט עודד שחם,0,2,0.00%,49.5,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט עלאא מסארווה,0,1,0.00%,49.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט ערן גלברד,0,14,0.00%,18.1,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט פוגלמן,0,3,0.00%,58.7,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט פליקס גורודצקי,0,8,0.00%,7.1,1,https://jus-tice.co.il/53556-05-18/,0,,FALSE,FALSE,FALSE
השופט פרסקי,0,15,0.00%,10.5,1,https://jus-tice.co.il/55188-07-20/,0,,FALSE,FALSE,FALSE
השופט פרקש,0,2,0.00%,35.5,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט צבי ויצמן,0,1,0.00%,42.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט צבי טל,0,1,0.00%,66.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט צבי סגל,0,2,0.00%,64.5,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט צבי פורר,0,3,0.00%,28.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט צבי פרנקל,0,3,0.00%,21.0,1,https://jus-tice.co.il/wp-content/uploads/2019/03/%D7%91%D7%99%D7%94%D7%93-%D7%94%D7%90%D7%99%D7%96%D7%95%D7%A8%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%91%D7%A9-%D7%A9-%D7%A6%D7%91%D7%99-%D7%A4%D7%A8%D7%A0%D7%A7%D7%9C-%D7%A4%D7%A1%D7%93-%D7%91%D7%A0%D7%95%D7%A9%D7%90-%D7%9E%D7%99%D7%A7%D7%A8%D7%95%D7%98%D7%A8%D7%90%D7%95%D7%9E%D7%94-%D7%91%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%A9%D7%94%D7%AA%D7%A0%D7%94%D7%9C%D7%94-%D7%A2%D7%9C-%D7%A4%D7%A0%D7%99-%D7%97%D7%93%D7%A9%D7%99%D7%9D-%D7%A1%D7%A4%D7%95%D7%A8%D7%99%D7%9D-%D7%91%D7%9C%D7%91%D7%93.pdf,0,,FALSE,FALSE,FALSE
השופט צחי עוזיאל,0,16,0.00%,51.7,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט ציון סהראי,0,2,0.00%,34.5,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט ציון קאפח,0,1,0.00%,54.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט צימרמן,0,1,0.00%,44.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט קדמי,0,2,0.00%,52.5,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט קובו,0,3,0.00%,10.3,1,https://jus-tice.co.il/decision20043-03-23/,0,,FALSE,FALSE,FALSE
השופט קייס נאשף,0,1,0.00%,8.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט קרא,0,4,0.00%,47.8,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט רון גולדשטיין,0,1,0.00%,32.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט רון סולקין,0,2,0.00%,42.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט רון שפירא,0,3,0.00%,51.3,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט רועי פרי,0,6,0.00%,32.2,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט רועי שחר,0,2,0.00%,21.5,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט רז נבון,0,1,0.00%,29.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט רמי אמיר,0,1,0.00%,8.0,1,https://jus-tice.co.il/%D7%A6%D7%95-%D7%91%D7%99%D7%AA-%D7%9E%D7%A9%D7%A4%D7%98-%D7%9C%D7%94%D7%A9%D7%91%D7%AA-%D7%A0%D7%A9%D7%A7-%D7%90%D7%99%D7%A9%D7%99/,0,,FALSE,FALSE,FALSE
השופט רפאל ימיני,0,1,0.00%,29.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט שאול שוחט,0,9,0.00%,36.8,1,https://jus-tice.co.il/44688-10-22/,0,,FALSE,FALSE,FALSE
השופט שוחט,0,12,0.00%,44.2,2,https://jus-tice.co.il/44688-10-22/,0,https://jus-tice.co.il/court-judge/,TRUE,FALSE,FALSE
השופט שחם,0,15,0.00%,45.2,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט שי מזרחי,0,1,0.00%,29.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט שילה,0,3,0.00%,79.0,1,https://jus-tice.co.il/decision3127-04-22/,0,,FALSE,FALSE,FALSE
השופט שמאי בקר,0,2,0.00%,35.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט שמואל הרבסט,0,1,0.00%,47.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופט שמואל מלמד,0,1,0.00%,40.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופטים,0,70,0.00%,60.2,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופטים בבית המשפט העליון,0,1,0.00%,52.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופטים במשפט נתניהו,0,1,0.00%,55.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופטת,0,37,0.00%,50.9,2,https://jus-tice.co.il/%D7%AA%D7%95%D7%91%D7%A2%D7%A0%D7%95%D7%AA-%D7%A2%D7%96%D7%91%D7%95%D7%9F-%D7%A9%D7%9E%D7%A0%D7%94%D7%9C%D7%99%D7%9D-%D7%A9%D7%A0%D7%99-%D7%90%D7%97%D7%99%D7%9D-%D7%91%D7%A9%D7%9C-%D7%A9%D7%AA%D7%99-%D7%A6%D7%95%D7%95%D7%90%D7%95%D7%AA-%D7%A9%D7%94%D7%95%D7%AA%D7%99%D7%A8%D7%94-%D7%90%D7%9E%D7%9D-%D7%AA%D7%A2-62835-08-19/,0,https://jus-tice.co.il/court-judge/,TRUE,FALSE,FALSE
השופטת אביגיל כהן,0,1,0.00%,41.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופטת אגמון גונן,0,2,0.00%,40.5,1,https://jus-tice.co.il/articles/%D7%94%D7%A9%D7%95%D7%A4%D7%98%D7%AA-%D7%9E%D7%99%D7%9B%D7%9C-%D7%90%D7%92%D7%9E%D7%95%D7%9F-%D7%92%D7%95%D7%A0%D7%9F-%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%99%D7%99%D7%A6/,0,,FALSE,FALSE,FALSE
השופטת אליה נוס,0,5,0.00%,30.6,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופטת אפרת הלר,0,16,0.00%,1.0,2,https://jus-tice.co.il/common-law-marriage/,0,https://jus-tice.co.il/prenuptial-agreement-for-second-marriage/,TRUE,FALSE,FALSE
השופטת אפרת ונקרט,0,22,0.00%,25.3,2,https://jus-tice.co.il/18744-11-18/,0,https://jus-tice.co.il/will-and-testament/,TRUE,FALSE,FALSE
השופטת אפרת לקסר,0,1,0.00%,24.0,1,https://jus-tice.co.il/wp-content/uploads/2019/03/%D7%91%D7%99%D7%94%D7%93-%D7%94%D7%90%D7%96%D7%95%D7%A8%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%91%D7%AA%D7%90-%D7%94%D7%A0%D7%A9%D7%99%D7%90%D7%94-%D7%90%D7%A4%D7%A8%D7%AA-%D7%9C%D7%A7%D7%A1%D7%A8-%D7%94%D7%97%D7%9C%D7%98%D7%94-%D7%91%D7%A0%D7%95%D7%A9%D7%90-%D7%9E%D7%A2%D7%91%D7%A8%D7%99-%D7%94%D7%92%D7%91%D7%95%D7%9C.pdf,0,,FALSE,FALSE,FALSE
השופטת ברלינר,0,1,0.00%,74.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
השופטת ג'ודי,0,9,0.00%,58.3,1,https://jus-tice.co.il/lawyer-near-me-criminal-law/,0,,FALSE,FALSE,FALSE
השופטת ג'ודי ילדים,0,1,0.00%,34.0,1,https://jus-tice.co.il/lawyer-near-me-criminal-law/,0,,FALSE,FALSE,FALSE
