query,page,clicks,impressions,ctr,position,is_money_keyword,is_criminal_law,priority
אישור יושר מהמשטרה,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,0,245,0.00%,17.0,FALSE,TRUE,MEDIUM
עבירת סחר בסמים,https://jus-tice.co.il/drug-trafficking/,0,245,0.00%,16.2,FALSE,TRUE,MEDIUM
תעודת מוסד,https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D/,2,243,0.82%,9.4,FALSE,FALSE,MEDIUM
"עו""ד אוסטרליה",https://jus-tice.co.il/australia-lawyers/,0,243,0.00%,5.1,FALSE,FALSE,MEDIUM
השופט אלעד פרסקי,https://jus-tice.co.il/55188-07-20/,3,242,1.24%,7.3,FALSE,FALSE,MEDIUM
אישור העדר רישום פלילי,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,0,242,0.00%,18.9,FALSE,TRUE,MEDIUM
חוות דעת מומחה פורנזיקה,https://jus-tice.co.il/cyber-lawyer/,0,242,0.00%,12.7,FALSE,FALSE,MEDIUM
עורך דין תאילנד,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%AA%D7%90%D7%99%D7%9C%D7%A0%D7%93/,4,240,1.67%,6.4,TRUE,FALSE,MEDIUM
פסקי דין פלילי,https://jus-tice.co.il/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%9E%D7%A9%D7%A4%D7%98-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A4%D7%A1%D7%A7%D7%99-%D7%93%D7%99%D7%9F-%D7%97%D7%A9%D7%95%D7%91%D7%99%D7%9D/,1,240,0.42%,11.2,FALSE,TRUE,MEDIUM
משטרת פתח תקווה טלפון,https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,0,240,0.00%,11.5,FALSE,FALSE,MEDIUM
עורכי דין פלילי מובילים,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C/,0,240,0.00%,9.4,TRUE,TRUE,MEDIUM
ערעור על סגירת תיק מחוסר ראיות,https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%95%D7%AA-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%94%D7%A0%D7%97%D7%99%D7%94-%D7%9E%D7%A1%D7%A4%D7%A8-13/,0,240,0.00%,9.6,FALSE,FALSE,MEDIUM
בקשה להעתקת חומרי חקירה,https://jus-tice.co.il/articles/%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%94%D7%A2%D7%AA%D7%A7%D7%AA-%D7%97%D7%95%D7%9E%D7%A8%D7%99-%D7%97%D7%A7%D7%99%D7%A8%D7%94-%D7%95%D7%9E%D7%A1%D7%9E%D7%9B%D7%99%D7%9D-%D7%91%D7%94%D7%9C%D7%99%D7%9B/,2,239,0.84%,7.8,FALSE,TRUE,MEDIUM
השופט עדי הדר,https://jus-tice.co.il/decision75385-12-20/,5,238,2.10%,6.6,FALSE,FALSE,MEDIUM
דירה בקפריסין,https://jus-tice.co.il/avoiding-mistakes-when-buying-property-in-cyprus/,2,238,0.84%,18.3,FALSE,FALSE,MEDIUM
דוגמא הסכם גירושין,https://jus-tice.co.il/free-divorce-agreement-template/,0,238,0.00%,10.8,FALSE,FALSE,MEDIUM
מרווד,https://jus-tice.co.il/medical-fitness-tests-for-driving-marvad-info/,0,238,0.00%,10.5,FALSE,FALSE,MEDIUM
איתור עורך דין לפי מספר רישיון,https://jus-tice.co.il/,0,237,0.00%,12.5,TRUE,FALSE,MEDIUM
המלצות עורכי דין,https://jus-tice.co.il/find-lawyer-how-to-find-good-attorney/,0,237,0.00%,18.8,TRUE,FALSE,MEDIUM
עורך דין פלילי הכי טוב בארץ,https://jus-tice.co.il/leading-criminal-law-firm/,0,237,0.00%,8.7,TRUE,TRUE,MEDIUM
עורך דין קפריסאי,https://jus-tice.co.il/cyprus-lawyer/,0,237,0.00%,6.1,TRUE,FALSE,MEDIUM
ייעוץ עורך דין בחינם בטלפון,https://jus-tice.co.il/,0,235,0.00%,13.1,TRUE,FALSE,MEDIUM
חוק העונשין ויקיטקסט,https://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%94%D7%A2%D7%95%D7%A0%D7%A9%D7%99%D7%9F/,0,234,0.00%,7.8,FALSE,FALSE,MEDIUM
פרקליטות פלילי,https://jus-tice.co.il/%D7%94%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98%D7%95%D7%AA-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%9E%D7%95%D7%9C-%D7%97%D7%98%D7%99%D7%91%D7%AA-%D7%AA%D7%91%D7%99%D7%A2%D7%95%D7%AA-%D7%94%D7%9E%D7%A9%D7%98%D7%A8%D7%94/,3,233,1.29%,6.7,FALSE,TRUE,MEDIUM
אסף זגורי שופט,https://jus-tice.co.il/11314-01-23/,2,233,0.86%,11.9,FALSE,FALSE,MEDIUM
רשלנות דיני נזיקין,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9E%D7%94%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A2%D7%95%D7%95%D7%9C%D7%AA-%D7%94%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/,1,233,0.43%,5.2,FALSE,FALSE,MEDIUM
שכר טרחה רואה חשבון,https://jus-tice.co.il/accountant/,1,233,0.43%,17.4,FALSE,FALSE,MEDIUM
חקירה במיסים,https://jus-tice.co.il/tax-investigation-guide/,0,232,0.00%,13.4,FALSE,TRUE,MEDIUM
יחסי ישראל פורטוגל,https://jus-tice.co.il/israel-portugal-relations/,0,232,0.00%,6.0,FALSE,FALSE,MEDIUM
כמה עולה ייצוג של עורך דין פלילי בירושלים?,https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,232,0.00%,8.1,TRUE,TRUE,MEDIUM
מה זה אקטוארי,https://jus-tice.co.il/articles/%D7%90%D7%A7%D7%98%D7%95%D7%90%D7%A8-%D7%9E%D7%94%D7%95-%D7%9E%D7%93%D7%A2-%D7%94%D7%90%D7%A7%D7%98%D7%95%D7%90%D7%A8%D7%99%D7%94/,0,232,0.00%,11.1,FALSE,FALSE,MEDIUM
הלבנת הון דוגמאות,https://jus-tice.co.il/what-is-money-laundering/,0,231,0.00%,14.9,FALSE,FALSE,MEDIUM
נדלן בחול מדריך,https://jus-tice.co.il/%D7%94%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%9E%D7%9C%D7%90-%D7%9C%D7%A7%D7%A0%D7%99%D7%99%D7%94-%D7%94%D7%A9%D7%9B%D7%A8%D7%94-%D7%95-airbnb-%D7%91%D7%97%D7%95%D7%9C/,0,231,0.00%,11.3,FALSE,FALSE,MEDIUM
זימון לחקירת מס,https://jus-tice.co.il/tax-investigation-guide/,0,230,0.00%,17.0,FALSE,FALSE,MEDIUM
המחלקה להנחיית תובעים,https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%94-81100-52001%D7%90-%D7%94%D7%99%D7%95%D7%A2%D7%A5-%D7%94%D7%9E%D7%A9%D7%A4%D7%98%D7%99-%D7%9C%D7%9E%D7%9E%D7%A9%D7%9C%D7%94/,0,229,0.00%,8.4,FALSE,FALSE,MEDIUM
תצהיר דוגמא וורד,https://jus-tice.co.il/free-affidavit-sample/,11,227,4.85%,7.2,FALSE,FALSE,MEDIUM
פסילת משמורת משותפת,https://jus-tice.co.il/child-custody-modification/,0,227,0.00%,17.5,FALSE,FALSE,MEDIUM
טופס גירושין pdf,https://jus-tice.co.il/free-divorce-agreement-template/,0,226,0.00%,6.8,FALSE,FALSE,MEDIUM
פסק דין יוון,https://jus-tice.co.il/greece-lawyers/,0,226,0.00%,7.8,FALSE,FALSE,MEDIUM
תביעה אזרחית נגררת לפלילים דוגמא,https://jus-tice.co.il/%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%90%D7%96%D7%A8%D7%97%D7%99%D7%AA-%D7%A0%D7%92%D7%A8%D7%A8%D7%AA-%D7%9C%D7%94%D7%A8%D7%A9%D7%A2%D7%94-%D7%91%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%9D-%D7%AA%D7%90-38003-03-19/,8,225,3.56%,8.3,FALSE,TRUE,MEDIUM
ייצוג משפטי ארצות הברית,https://jus-tice.co.il/choose-usa-attorney/,0,225,0.00%,9.3,FALSE,FALSE,MEDIUM
תביעה לשינוי משמורת,https://jus-tice.co.il/child-custody-modification/,0,225,0.00%,18.2,FALSE,FALSE,MEDIUM
תקנון לאתר אינטרנט חינם,https://jus-tice.co.il/sample-terms-and-conditions-template/,1,223,0.45%,8.6,FALSE,FALSE,MEDIUM
פרויקטים בדובאי,https://jus-tice.co.il/%D7%90%D7%99%D7%A4%D7%94-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%94%D7%A9%D7%A7%D7%99%D7%A2-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%93%D7%95%D7%91%D7%90%D7%99/,1,221,0.45%,14.1,FALSE,FALSE,MEDIUM
סוגי עורכי דין,https://jus-tice.co.il/what-is-a-law-firm/,0,221,0.00%,18.3,TRUE,FALSE,MEDIUM
הצעת חוק דיני ממונות,https://jus-tice.co.il/articles/%D7%94%D7%A6%D7%A2%D7%AA-%D7%97%D7%95%D7%A7-%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%9E%D7%95%D7%A0%D7%95%D7%AA-%D7%94%D7%AA%D7%A9%D7%A2%D7%90-2011-%D7%A2%D7%9D-%D7%94%D7%A1%D7%91%D7%A8%D7%99%D7%9D/,3,220,1.36%,7.3,FALSE,FALSE,MEDIUM
רוברט שפירו,https://jus-tice.co.il/most-famous-murder-acquittal-cases/,3,220,1.36%,5.6,FALSE,FALSE,MEDIUM
חוקר סייבר לבית משפט,https://jus-tice.co.il/cyber-lawyer/,0,219,0.00%,7.7,FALSE,FALSE,MEDIUM
למה עדיף חוזה דגיטלי,https://jus-tice.co.il/digital-signature/,0,219,0.00%,17.5,FALSE,FALSE,MEDIUM
מחיקת רישום פלילי תיקים סגורים,https://jus-tice.co.il/police-records-data-deletion/,0,218,0.00%,11.8,FALSE,TRUE,MEDIUM
בקשה לתיקון כתב תביעה,https://jus-tice.co.il/psakdin/%D7%93%D7%97%D7%99%D7%99%D7%AA-%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%AA%D7%99%D7%A7%D7%95%D7%9F-%D7%9B%D7%AA%D7%91-%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%A9%D7%9B%D7%A0%D7%92%D7%93-%D7%9C%D7%A4%D7%99-%D7%AA/,1,217,0.46%,17.6,FALSE,FALSE,MEDIUM
הבית הכי זול בעולם,https://jus-tice.co.il/low-value-invest-abroad/,1,217,0.46%,6.3,FALSE,FALSE,MEDIUM
ויזה למלטה,https://jus-tice.co.il/malta-citizenship-by-investment/,0,217,0.00%,12.7,FALSE,FALSE,MEDIUM
ייצוג משפטי ברזיל,https://jus-tice.co.il/brazil-lawyers/,0,217,0.00%,5.8,FALSE,FALSE,MEDIUM
טופס הסכם גירושין להורדה,https://jus-tice.co.il/free-divorce-agreement-template/,8,215,3.72%,6.8,FALSE,FALSE,MEDIUM
שמאות למטרות מיוחדות,https://jus-tice.co.il/real-estate-appraiser/,0,215,0.00%,14.3,FALSE,FALSE,MEDIUM
עורך דין סין,https://jus-tice.co.il/top-lawyers-for-israelis-china/,1,214,0.47%,7.3,TRUE,FALSE,MEDIUM
קניתי דירה בקפריסין,https://jus-tice.co.il/avoiding-mistakes-when-buying-property-in-cyprus/,0,214,0.00%,13.8,FALSE,FALSE,MEDIUM
כמה עולה לקנות בית בתאילנד,https://jus-tice.co.il/thailand-real-estate/,7,213,3.29%,6.3,FALSE,FALSE,MEDIUM
סיגלית אופק שופטת,https://jus-tice.co.il/%D7%AA%D7%95%D7%91%D7%A2%D7%A0%D7%95%D7%AA-%D7%A2%D7%96%D7%91%D7%95%D7%9F-%D7%A9%D7%9E%D7%A0%D7%94%D7%9C%D7%99%D7%9D-%D7%A9%D7%A0%D7%99-%D7%90%D7%97%D7%99%D7%9D-%D7%91%D7%A9%D7%9C-%D7%A9%D7%AA%D7%99-%D7%A6%D7%95%D7%95%D7%90%D7%95%D7%AA-%D7%A9%D7%94%D7%95%D7%AA%D7%99%D7%A8%D7%94-%D7%90%D7%9E%D7%9D-%D7%AA%D7%A2-62835-08-19/,7,213,3.29%,5.5,FALSE,FALSE,MEDIUM
סיגלית אופק,https://jus-tice.co.il/%D7%AA%D7%95%D7%91%D7%A2%D7%A0%D7%95%D7%AA-%D7%A2%D7%96%D7%91%D7%95%D7%9F-%D7%A9%D7%9E%D7%A0%D7%94%D7%9C%D7%99%D7%9D-%D7%A9%D7%A0%D7%99-%D7%90%D7%97%D7%99%D7%9D-%D7%91%D7%A9%D7%9C-%D7%A9%D7%AA%D7%99-%D7%A6%D7%95%D7%95%D7%90%D7%95%D7%AA-%D7%A9%D7%94%D7%95%D7%AA%D7%99%D7%A8%D7%94-%D7%90%D7%9E%D7%9D-%D7%AA%D7%A2-62835-08-19/,5,213,2.35%,5.4,FALSE,FALSE,MEDIUM
חוק זכויות יוצרים 2007,https://jus-tice.co.il/psakdin/%D7%97%D7%95%D7%A7-%D7%96%D7%9B%D7%95%D7%AA-%D7%99%D7%95%D7%A6%D7%A8%D7%99%D7%9D-%D7%94%D7%AA%D7%A9%D7%A1%D7%97-2007/,1,213,0.47%,9.3,FALSE,FALSE,MEDIUM
טופס תצהיר,https://jus-tice.co.il/free-affidavit-sample/,1,213,0.47%,7.9,FALSE,FALSE,MEDIUM
חיפוש עורך דין לפי מספר רישיון,https://jus-tice.co.il/,0,213,0.00%,15.7,TRUE,FALSE,MEDIUM
ייצוג משפטי גרמניה,https://jus-tice.co.il/germany-lawyers/,0,212,0.00%,12.9,FALSE,FALSE,MEDIUM
"מרב""ד טלפון",https://jus-tice.co.il/medical-fitness-tests-for-driving-marvad-info/,0,212,0.00%,14.8,FALSE,FALSE,MEDIUM
ייצוג משפטי תאילנד,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%AA%D7%90%D7%99%D7%9C%D7%A0%D7%93/,0,211,0.00%,6.0,FALSE,FALSE,MEDIUM
סגירת תיק פלילי מחוסר אשמה,https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%95%D7%AA-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%94%D7%A0%D7%97%D7%99%D7%94-%D7%9E%D7%A1%D7%A4%D7%A8-13/,0,211,0.00%,12.5,FALSE,TRUE,MEDIUM
עורך דין דרכון ספרדי,https://jus-tice.co.il/spain-lawyers/,0,211,0.00%,13.1,TRUE,FALSE,MEDIUM
עורך דין פלילי הכי טוב בארץ,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C/,0,211,0.00%,10.4,TRUE,TRUE,MEDIUM
רשלנות פושעת,https://jus-tice.co.il/criminal-negligence/,0,211,0.00%,13.1,FALSE,FALSE,MEDIUM
הסכם גירושים לדוגמא,https://jus-tice.co.il/free-divorce-agreement-template/,3,210,1.43%,8.7,FALSE,FALSE,MEDIUM
אישור משטרה העדר עבירות,https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D/,0,210,0.00%,12.1,FALSE,TRUE,MEDIUM
טופס בקשה ליישוב סכסוך,https://jus-tice.co.il/request-for-family-dispute-settlements/,0,210,0.00%,18.7,FALSE,FALSE,MEDIUM
מה זה forex,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%95%D7%A8%D7%A7%D7%A1-forex/,0,210,0.00%,15.2,FALSE,FALSE,MEDIUM
"מרב""ד תל אביב טלפון",https://jus-tice.co.il/medical-fitness-tests-for-driving-marvad-info/,0,210,0.00%,13.3,FALSE,FALSE,MEDIUM
אישור משטרה העדר רישום פלילי,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,1,209,0.48%,14.3,FALSE,TRUE,MEDIUM
עורך דין איטלקי,https://jus-tice.co.il/italy-lawyers/,1,209,0.48%,11.6,TRUE,FALSE,MEDIUM
רשימת עורכי דין פליליים,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C/,0,209,0.00%,18.1,TRUE,TRUE,MEDIUM
הסכם גירושין להורדה,https://jus-tice.co.il/free-divorce-agreement-template/,2,208,0.96%,8.9,FALSE,FALSE,MEDIUM
הוראת שעה תושב חוזר ותיק,https://jus-tice.co.il/returning-resident-rights-determining-tax-rate/,0,208,0.00%,15.9,FALSE,FALSE,MEDIUM
מדינות ארצות הברית,https://jus-tice.co.il/about-usa/,0,208,0.00%,19.0,FALSE,FALSE,MEDIUM
עו ד איטלקי,https://jus-tice.co.il/italy-lawyers/,0,208,0.00%,11.4,FALSE,FALSE,MEDIUM
ייעוץ עורך דין אונליין חינם,https://jus-tice.co.il/%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%96%D7%A8%D7%94-%D7%9E%D7%A9%D7%A4%D7%98%D7%99%D7%AA-%D7%9B%D7%90%D7%A9%D7%A8-%D7%90%D7%99%D7%A0%D7%9A-%D7%99%D7%9B%D7%95%D7%9C-%D7%9C%D7%94%D7%A8%D7%A9%D7%95%D7%AA-%D7%9C%D7%A2%D7%A6%D7%9E%D7%9A-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F/,1,207,0.48%,8.3,TRUE,FALSE,MEDIUM
עורך דין ארהב,https://jus-tice.co.il/usa-lawyers/,0,207,0.00%,9.6,TRUE,FALSE,MEDIUM
מה ההבדל בין חכירה להשכרה,https://jus-tice.co.il/lease/,0,206,0.00%,8.0,FALSE,FALSE,MEDIUM
עורך דין איטליה,https://jus-tice.co.il/italy-lawyers/,0,206,0.00%,9.7,TRUE,FALSE,MEDIUM
תביעה לניכור הורי דוגמא,https://jus-tice.co.il/%D7%A1%D7%A8%D7%91%D7%A0%D7%95%D7%AA-%D7%A7%D7%A9%D7%A8-%D7%95%D7%A0%D7%99%D7%9B%D7%95%D7%A8-%D7%94%D7%95%D7%A8%D7%99-%D7%A4%D7%A1%D7%93-%D7%A9%D7%9C-%D7%94%D7%A9%D7%95%D7%A4%D7%98-%D7%90%D7%A8%D7%96-%D7%A9%D7%A0%D7%99-%D7%A2%D7%9C-%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%90%D7%91-%D7%9C%D7%97%D7%99%D7%93%D7%95%D7%A9-%D7%A7%D7%A9%D7%A8-%D7%A2%D7%9D-%D7%91%D7%A0%D7%95-%D7%94%D7%A7%D7%98%D7%99%D7%9F/,4,205,1.95%,7.2,FALSE,FALSE,MEDIUM
בקשה לרישום פלילי,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,0,204,0.00%,12.0,FALSE,TRUE,MEDIUM
טופס אישור משטרה העדר עבירות מיניות,https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D/,3,203,1.48%,8.4,FALSE,TRUE,MEDIUM
פירמת עורכי דין,https://jus-tice.co.il/what-is-a-law-firm/,3,203,1.48%,5.4,TRUE,FALSE,MEDIUM
אישור העדר עבירות מין,https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D/,0,203,0.00%,13.6,FALSE,FALSE,MEDIUM
"חוות דעת דין הזר ארה""ב",https://jus-tice.co.il/foreign_legal_opinion/,0,203,0.00%,13.3,FALSE,FALSE,MEDIUM
מה העונש על סחר בסמים,https://jus-tice.co.il/drug-trafficking/,0,203,0.00%,15.2,FALSE,TRUE,MEDIUM
הסכם גירושין ללא ילדים וללא רכוש להורדה,https://jus-tice.co.il/free-divorce-agreement-template/,4,202,1.98%,10.6,FALSE,FALSE,MEDIUM
טופס היעדר עבירות מין,https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D/,1,202,0.50%,11.8,FALSE,FALSE,MEDIUM
יחידת להב,https://jus-tice.co.il/lahav-433/,1,202,0.50%,10.3,FALSE,FALSE,MEDIUM
מהי עיר הבירה של ארצות הברית,https://jus-tice.co.il/about-usa/,0,202,0.00%,10.1,FALSE,FALSE,MEDIUM
"עו""ד פלילי מפורסם",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C/,0,202,0.00%,6.8,FALSE,TRUE,MEDIUM
עורך דין הסכם הקמת אתרי אינטרנט,https://jus-tice.co.il/web-development-agreement/,0,202,0.00%,12.1,TRUE,FALSE,MEDIUM
עורכי דין מומלצים,https://jus-tice.co.il/#chapter1,0,202,0.00%,8.2,TRUE,FALSE,MEDIUM
עורכי דין מומלצים,https://jus-tice.co.il/#chapter3,0,202,0.00%,8.2,TRUE,FALSE,MEDIUM
תקנות נכות מעבודה,https://jus-tice.co.il/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%94%D7%91%D7%99%D7%98%D7%95%D7%97-%D7%94%D7%9C%D7%90%D7%95%D7%9E%D7%99-%D7%A7%D7%91%D7%99%D7%A2%D7%AA-%D7%93%D7%A8%D7%92%D7%AA-%D7%A0%D7%9B%D7%95%D7%AA-%D7%9C%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%AA%D7%A9%D7%98%D7%96-1956/,0,202,0.00%,16.4,FALSE,FALSE,MEDIUM
