query,page,clicks,impressions,ctr,position,is_branded,is_money_keyword,is_criminal_law,is_family_law
07 19,https://jus-tice.co.il/33316-07-19/,0,2,0.00%,59.5,FALSE,FALSE,FALSE,FALSE
07 19,https://jus-tice.co.il/75054-07-19/,0,1,0.00%,61.0,FALSE,FALSE,FALSE,FALSE
07 20,https://jus-tice.co.il/%D7%9E%D7%90%D7%A1%D7%A8-%D7%91%D7%92%D7%99%D7%9F-%D7%94%D7%98%D7%A8%D7%93%D7%94-%D7%9E%D7%99%D7%A0%D7%99%D7%AA-%D7%95%D7%94%D7%AA%D7%A0%D7%9B%D7%9C%D7%95%D7%AA-%D7%91%D7%90%D7%9E%D7%A6%D7%A2%D7%95%D7%AA-%D7%A8%D7%A9%D7%AA-%D7%94%D7%98%D7%9C%D7%92%D7%A8%D7%9D-%D7%AA%D7%A4-43967-07-20/,0,6,0.00%,55.3,FALSE,FALSE,FALSE,FALSE
07 20,https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A2%D7%9C-%D7%94%D7%A4%D7%A6%D7%AA-%D7%AA%D7%9B%D7%A0%D7%99%D7%9D-%D7%9E%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%91%D7%98%D7%9C%D7%92%D7%A8%D7%9D-%D7%92%D7%96%D7%A8-%D7%93%D7%99%D7%9F/,0,2,0.00%,88.5,FALSE,FALSE,FALSE,FALSE
07 20,https://jus-tice.co.il/decision48940-07-20/,0,2,0.00%,87.5,FALSE,FALSE,FALSE,FALSE
07 21,https://jus-tice.co.il/decision26671-07-21/,0,4,0.00%,37.3,FALSE,FALSE,FALSE,FALSE
07/18,https://jus-tice.co.il/%D7%9E%D7%A9%D7%9E%D7%95%D7%A8%D7%AA-%D7%91%D7%9C%D7%A2%D7%93%D7%99%D7%AA-%D7%9C%D7%90%D7%9D-%D7%95%D7%A9%D7%99%D7%AA%D7%95%D7%A4%D7%99%D7%95%D7%AA-%D7%99%D7%97%D7%A1%D7%99%D7%AA-%D7%91%D7%9E%D7%A1%D7%92%D7%A8%D7%AA-%D7%90%D7%99%D7%96%D7%95%D7%9F-%D7%9E%D7%A9%D7%90%D7%91%D7%99%D7%9D-%D7%AA%D7%9C%D7%94%D7%9E-37049-07-18/,0,15,0.00%,62.4,FALSE,FALSE,FALSE,FALSE
07/18,https://jus-tice.co.il/%D7%A1%D7%9B%D7%A1%D7%95%D7%9A-%D7%91%D7%99%D7%9F-%D7%90%D7%9C%D7%9E%D7%A0%D7%94-%D7%95%D7%99%D7%9C%D7%93%D7%99%D7%94-%D7%95%D7%90%D7%9E%D7%95-%D7%A9%D7%9C-%D7%94%D7%A0%D7%A4%D7%98%D7%A8-%D7%94%D7%A0%D7%95%D7%92%D7%A2%D7%95%D7%AA-%D7%9C%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%A2%D7%9C-%D7%93%D7%99%D7%A8%D7%94-%D7%AA%D7%9E%D7%A9-7662-07-18/,0,1,0.00%,77.0,FALSE,FALSE,FALSE,FALSE
07/22,https://jus-tice.co.il/14434-07-22/,0,2,0.00%,38.0,FALSE,FALSE,FALSE,FALSE
07:18,https://jus-tice.co.il/%D7%A1%D7%9B%D7%A1%D7%95%D7%9A-%D7%91%D7%99%D7%9F-%D7%90%D7%9C%D7%9E%D7%A0%D7%94-%D7%95%D7%99%D7%9C%D7%93%D7%99%D7%94-%D7%95%D7%90%D7%9E%D7%95-%D7%A9%D7%9C-%D7%94%D7%A0%D7%A4%D7%98%D7%A8-%D7%94%D7%A0%D7%95%D7%92%D7%A2%D7%95%D7%AA-%D7%9C%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%A2%D7%9C-%D7%93%D7%99%D7%A8%D7%94-%D7%AA%D7%9E%D7%A9-7662-07-18/,0,1,0.00%,76.0,FALSE,FALSE,FALSE,FALSE
08 19,https://jus-tice.co.il/%D7%9E%D7%95%D7%A2%D7%93-%D7%94%D7%A7%D7%A8%D7%A2-%D7%91%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9C%D7%A6%D7%95%D7%A8%D7%9A-%D7%90%D7%99%D7%96%D7%95%D7%9F-%D7%9E%D7%A9%D7%90%D7%91%D7%99%D7%9D-%D7%91%D7%99%D7%9F-%D7%91%D7%A0%D7%99-%D7%96%D7%95%D7%92-%D7%9C%D7%A9%D7%A2%D7%91%D7%A8-%D7%AA%D7%9C%D7%94%D7%9E-23952-08-19/,0,22,0.00%,19.3,FALSE,FALSE,FALSE,FALSE
08 19,https://jus-tice.co.il/%D7%AA%D7%95%D7%91%D7%A2%D7%A0%D7%95%D7%AA-%D7%A2%D7%96%D7%91%D7%95%D7%9F-%D7%A9%D7%9E%D7%A0%D7%94%D7%9C%D7%99%D7%9D-%D7%A9%D7%A0%D7%99-%D7%90%D7%97%D7%99%D7%9D-%D7%91%D7%A9%D7%9C-%D7%A9%D7%AA%D7%99-%D7%A6%D7%95%D7%95%D7%90%D7%95%D7%AA-%D7%A9%D7%94%D7%95%D7%AA%D7%99%D7%A8%D7%94-%D7%90%D7%9E%D7%9D-%D7%AA%D7%A2-62835-08-19/,0,17,0.00%,39.0,FALSE,FALSE,FALSE,FALSE
08 19,https://jus-tice.co.il/articles/%D7%AA%D7%90-39115-08-19-%D7%A4%D7%9C%D7%95%D7%A0%D7%99-%D7%A0-%D7%90%D7%9C%D7%99%D7%9E%D7%9C%D7%9A-%D7%95%D7%90%D7%97/,0,5,0.00%,72.4,FALSE,FALSE,FALSE,FALSE
08 19,https://jus-tice.co.il/decision22431-08-19/,0,10,0.00%,29.5,FALSE,FALSE,FALSE,FALSE
08 20,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%99%D7%A9-%D7%9E%D7%A7%D7%95%D7%9D-%D7%9C%D7%94%D7%9B%D7%99%D7%A8-%D7%91%D7%A9%D7%9C%D7%99%D7%97%D7%99%D7%9D-%D7%A9%D7%9C-%D7%95%D7%95%D7%9C%D7%98-%D7%9B%D7%A2%D7%95%D7%91%D7%93%D7%99-%D7%95%D7%95%D7%9C%D7%98/,0,4,0.00%,82.3,FALSE,FALSE,FALSE,FALSE
09 19,https://jus-tice.co.il/articles/%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%9C%D7%A9%D7%95%D7%9F-%D7%94%D7%A8%D7%A2-%D7%91%D7%92%D7%99%D7%9F-%D7%A4%D7%A8%D7%A1%D7%95%D7%9D-%D7%91%D7%A7%D7%91%D7%95%D7%A6%D7%AA/,0,1,0.00%,27.0,FALSE,FALSE,FALSE,FALSE
09 21,https://jus-tice.co.il/%D7%AA%D7%A47140-09-21%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%9B%D7%A8%D7%9E%D7%99/,0,5,0.00%,59.4,FALSE,FALSE,FALSE,FALSE
09 22,https://jus-tice.co.il/8935-09-22/,0,6,0.00%,13.2,FALSE,FALSE,FALSE,FALSE
09 22,https://jus-tice.co.il/decision42377-09-22/,0,6,0.00%,9.3,FALSE,FALSE,FALSE,FALSE
09/22,https://jus-tice.co.il/decision42377-09-22/,0,3,0.00%,41.3,FALSE,FALSE,FALSE,FALSE
09/22,https://jus-tice.co.il/wp-content/uploads/2023/12/42377-09-22.pdf,0,2,0.00%,40.5,FALSE,FALSE,FALSE,FALSE
1 ביטקויין,https://jus-tice.co.il/what-is-bitcoin-and-how-does-it-work,0,3,0.00%,86.0,FALSE,FALSE,FALSE,FALSE
1 ביטקויין,https://jus-tice.co.il/what-is-bitcoin/,0,2,0.00%,50.0,FALSE,FALSE,FALSE,FALSE
1 שער ביטקוין,https://jus-tice.co.il/what-is-bitcoin/,0,1,0.00%,37.0,FALSE,FALSE,FALSE,FALSE
10 טעויות נפוצות של גברים בהליך גירושין,https://jus-tice.co.il/%D7%94%D7%98%D7%A8%D7%99%D7%A7%D7%99%D7%9D-%D7%94%D7%9E%D7%9C%D7%95%D7%9B%D7%9C%D7%9B%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F/,0,1,0.00%,86.0,FALSE,FALSE,FALSE,TRUE
10 טעויות נפוצות של גברים בהליך גירושין,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F/,0,9,0.00%,40.2,FALSE,FALSE,FALSE,TRUE
10 טעויות נפוצות של גברים בהליך גירושין,https://jus-tice.co.il/review-of-divorce-by-divorce-lawyer-israel/,0,14,0.00%,41.4,FALSE,FALSE,FALSE,TRUE
10 משרדי עורכי הדין הגדולים,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9B%D7%99-%D7%93%D7%99%D7%A8%D7%95%D7%92-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%99%D7%9D-%D7%95%D7%A9%D7%99%D7%98%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%95%D7%92/,0,2,0.00%,17.0,FALSE,FALSE,FALSE,FALSE
10 קילו קוקאין צפייה ישירה,https://jus-tice.co.il/%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8-%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D-%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,1,0.00%,28.0,FALSE,FALSE,FALSE,FALSE
10 קמש מעל המותר,https://jus-tice.co.il/speeding/,0,25,0.00%,59.2,FALSE,FALSE,FALSE,FALSE
10 שלבים בדרך לרכישת דירה,https://jus-tice.co.il/%D7%90%D7%99%D7%A4%D7%94-%D7%94%D7%9B%D7%99-%D7%9E%D7%A9%D7%AA%D7%9C%D7%9D-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2-%D7%94%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/,0,1,0.00%,99.0,FALSE,FALSE,FALSE,FALSE
10 שלבים בדרך לרכישת דירה,https://jus-tice.co.il/apartment/,0,19,0.00%,78.6,FALSE,FALSE,FALSE,FALSE
10 שלבים בדרך לרכישת דירה,https://jus-tice.co.il/articles/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%9E%D7%A7%D7%99%D7%A3-%D7%9C%D7%A7%D7%A0%D7%99%D7%99%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%A8%D7%90%D7%A9%D7%95%D7%A0%D7%94/,0,10,0.00%,68.3,FALSE,FALSE,FALSE,FALSE
10 שלבים בדרך לרכישת דירה,https://jus-tice.co.il/buying-property-in-greece/,0,17,0.00%,73.5,FALSE,FALSE,FALSE,FALSE
10 שלבים בדרך לרכישת דירה,https://jus-tice.co.il/real-estate-usa/,0,1,0.00%,73.0,FALSE,FALSE,FALSE,FALSE
10 שלבים בדרך לרכישת דירה,https://jus-tice.co.il/spain-real-estate/,0,2,0.00%,92.5,FALSE,FALSE,FALSE,FALSE
100 ציטוטים של חשיבה חיובית,https://jus-tice.co.il/immigration-lawyer/,0,2,0.00%,58.5,FALSE,FALSE,FALSE,FALSE
10000 ברוטו כמה זה נטו,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%97%D7%96%D7%A8%D7%99-%D7%9E%D7%A1-%D7%A2%D7%9D-%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F/,0,2,0.00%,62.5,FALSE,FALSE,FALSE,FALSE
10000 ברוטו כמה נשאר נטו,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%97%D7%96%D7%A8%D7%99-%D7%9E%D7%A1-%D7%A2%D7%9D-%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F/,0,2,0.00%,51.0,FALSE,FALSE,FALSE,FALSE
11/18,https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%A8%D7%A6%D7%97-%D7%90%D7%99%D7%A9%D7%94-%D7%91%D7%A0%D7%AA%D7%A0%D7%99%D7%94-%D7%AA%D7%A4%D7%97-4710-11-18/,0,1,0.00%,46.0,FALSE,FALSE,FALSE,FALSE
11000 פורינט לשקל,https://jus-tice.co.il/%D7%97%D7%AA%D7%99%D7%9E%D7%AA-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A0%D7%95%D7%98%D7%A8%D7%99%D7%95%D7%9F/,0,1,0.00%,17.0,FALSE,FALSE,FALSE,FALSE
11000 רובל לשקל,https://jus-tice.co.il/%D7%97%D7%AA%D7%99%D7%9E%D7%AA-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A0%D7%95%D7%98%D7%A8%D7%99%D7%95%D7%9F/,0,7,0.00%,20.0,FALSE,FALSE,FALSE,FALSE
11700/12,https://jus-tice.co.il/%D7%93%D7%97%D7%99%D7%99%D7%AA-%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%94%D7%AA%D7%A0%D7%92%D7%93%D7%95%D7%AA-%D7%9C%D7%A6%D7%95-%D7%99%D7%A8%D7%95%D7%A9%D7%94-%D7%A2%D7%9C-%D7%99%D7%93%D7%99-%D7%94%D7%A0%D7%AA%D7%91%D7%A2%D7%AA-%D7%94%D7%98%D7%95%D7%A2%D7%A0%D7%AA-%D7%9C%D7%94%D7%99%D7%95%D7%AA%D7%94-%D7%91%D7%AA-%D7%94%D7%96%D7%95%D7%92-%D7%A9%D7%9C-%D7%94%D7%9E%D7%A0%D7%95%D7%97-%D7%AA%D7%A2-57474-06-19/,0,1,0.00%,6.0,FALSE,FALSE,FALSE,FALSE
12 מתוך 15 שופטים מינוי ימני,https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%95%D7%AA-%D7%9C%D7%9E%D7%91%D7%A7%D7%A9%D7%99%D7%9D-%D7%9C%D7%94%D7%AA%D7%9E%D7%A0%D7%95%D7%AA-%D7%9C%D7%9E%D7%A9%D7%A8%D7%94-%D7%A9%D7%99%D7%A4%D7%95%D7%98%D7%99%D7%AA/,0,15,0.00%,56.1,FALSE,FALSE,FALSE,FALSE
12/20,https://jus-tice.co.il/74657-12-20/,0,13,0.00%,66.8,FALSE,FALSE,FALSE,FALSE
12/20,https://jus-tice.co.il/decision75385-12-20/,0,1,0.00%,101.0,FALSE,FALSE,FALSE,FALSE
1200 לירה טורקית לשקל,https://jus-tice.co.il/cyprus-prices/,0,1,0.00%,25.0,FALSE,FALSE,FALSE,FALSE
121-34,https://jus-tice.co.il/wp-content/uploads/2023/03/ATTORNEY-LIST-December-2017-1.pdf,0,3,0.00%,28.0,FALSE,FALSE,FALSE,FALSE
123 אתר אינטרנט,https://jus-tice.co.il/beginners-guide-how-to-choose-the-best-website-builder/,0,60,0.00%,39.9,FALSE,FALSE,FALSE,FALSE
123 בניית אתרים,https://jus-tice.co.il/beginners-guide-how-to-choose-the-best-website-builder/,0,43,0.00%,33.7,FALSE,FALSE,FALSE,FALSE
12:20,https://jus-tice.co.il/74657-12-20/,0,26,0.00%,70.3,FALSE,FALSE,FALSE,FALSE
12:20,https://jus-tice.co.il/decision75385-12-20/,0,1,0.00%,97.0,FALSE,FALSE,FALSE,FALSE
12:21 בשעון,https://jus-tice.co.il/divorce-claim-error-during-stay/,0,2,0.00%,46.5,FALSE,FALSE,FALSE,FALSE
13 המושבות,https://jus-tice.co.il/about-usa/,0,2,0.00%,54.0,FALSE,FALSE,FALSE,FALSE
14000 רופי לשקל,https://jus-tice.co.il/what-is-bitcoin-and-how-does-it-work,0,1,0.00%,47.0,FALSE,FALSE,FALSE,FALSE
143,https://jus-tice.co.il/wp-content/uploads/2023/03/%D7%A1%D7%A4%D7%A8-%D7%94%D7%97%D7%95%D7%A7%D7%99%D7%9D-2998.pdf,0,3,0.00%,58.7,FALSE,FALSE,FALSE,FALSE
145 תמרור,https://jus-tice.co.il/wp-content/uploads/2020/01/hana_v9.32.88s.pdf,0,2,0.00%,88.0,FALSE,FALSE,FALSE,FALSE
15 השפות המדוברות ביותר בארצות הברית,https://jus-tice.co.il/about-usa/,0,17,0.00%,23.4,FALSE,FALSE,FALSE,FALSE
15 מיליון דולר לשקל,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%95%D7%A8%D7%A7%D7%A1-forex/,0,2,0.00%,71.5,FALSE,FALSE,FALSE,FALSE
15 פרמדיקים הוצאו להורג,https://jus-tice.co.il/murder-in-united-states-law/,0,1,0.00%,29.0,FALSE,FALSE,FALSE,FALSE
1580 יורו לשקל,https://jus-tice.co.il/lisbon-portugal/,0,1,0.00%,44.0,FALSE,FALSE,FALSE,FALSE
16 נקודות בנהיגה,https://jus-tice.co.il/%D7%96%D7%99%D7%9B%D7%95%D7%99-%D7%A0%D7%94%D7%92-%D7%9E%D7%A9%D7%90%D7%99%D7%AA-%D7%A9%D7%94%D7%95%D7%90%D7%A9%D7%9D-%D7%91%D7%92%D7%A8%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%95%D7%AA-%D7%91%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%AA%D7%99%D7%A7-56-03-20/,0,12,0.00%,82.6,FALSE,FALSE,FALSE,FALSE
161 d,https://jus-tice.co.il/articles/%25d7%2598%25d7%2595%25d7%25a4%25d7%25a1-161-%25d7%2594%25d7%2595%25d7%2593%25d7%25a2%25d7%25aa-%25d7%259e%25d7%25a2%25d7%2591%25d7%2599%25d7%2593-%25d7%25a2%25d7%259c-%25d7%25a4%25d7%25a8%25d7%2599%25d7%25a9%25d7%25aa-%25d7%25a2%25d7%2595%25d7%2591%25d7%2593-%25d7%259e%25d7%259e%25d7%25a7%25d7%2595%25d7%259d-%25d7%25a2/,0,1,0.00%,55.0,FALSE,FALSE,FALSE,FALSE
1700 אירו לשקל,https://jus-tice.co.il/economic-crimes-white-collar-lawyer/,0,1,0.00%,38.0,FALSE,FALSE,FALSE,FALSE
17000 ברוטו כמה נטו,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%97%D7%96%D7%A8%D7%99-%D7%9E%D7%A1-%D7%A2%D7%9D-%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F/,0,1,0.00%,70.0,FALSE,FALSE,FALSE,FALSE
1790 יורו לשקל,https://jus-tice.co.il/france-lawyers/,0,1,0.00%,11.0,FALSE,FALSE,FALSE,FALSE
18+טלגרם,https://jus-tice.co.il/%D7%9E%D7%90%D7%A1%D7%A8-%D7%91%D7%92%D7%99%D7%9F-%D7%94%D7%98%D7%A8%D7%93%D7%94-%D7%9E%D7%99%D7%A0%D7%99%D7%AA-%D7%95%D7%94%D7%AA%D7%A0%D7%9B%D7%9C%D7%95%D7%AA-%D7%91%D7%90%D7%9E%D7%A6%D7%A2%D7%95%D7%AA-%D7%A8%D7%A9%D7%AA-%D7%94%D7%98%D7%9C%D7%92%D7%A8%D7%9D-%D7%AA%D7%A4-43967-07-20/,0,1,0.00%,30.0,FALSE,FALSE,FALSE,FALSE
18194,https://jus-tice.co.il/%D7%A7%D7%91%D7%99%D7%A2%D7%AA-%D7%9E%D7%95%D7%A2%D7%93-%D7%94%D7%A7%D7%A8%D7%A2-%D7%9C%D7%A2%D7%A0%D7%99%D7%99%D7%9F-%D7%90%D7%99%D7%96%D7%95%D7%9F-%D7%94%D7%9E%D7%A9%D7%90%D7%91%D7%99%D7%9D-%D7%91%D7%99%D7%9F-%D7%91%D7%A0%D7%99-%D7%96%D7%95%D7%92-%D7%AA%D7%9C%D7%94%D7%9E-18194-04-22/,0,1,0.00%,86.0,FALSE,FALSE,FALSE,FALSE
18744,https://jus-tice.co.il/18744-11-18/,0,1,0.00%,46.0,FALSE,FALSE,FALSE,FALSE
19 א,https://jus-tice.co.il/wp-content/uploads/2020/10/%D7%AA%D7%A7%D7%A6%D7%99%D7%A8-7023-19.pdf,0,46,0.00%,67.6,FALSE,FALSE,FALSE,FALSE
1ynet,https://jus-tice.co.il/%D7%A0%D7%95%D7%A1%D7%97-%D7%9B%D7%AA%D7%91-%D7%94%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%A0%D7%92%D7%93-%D7%91%D7%A0%D7%99%D7%9E%D7%99%D7%9F-%D7%A0%D7%AA%D7%A0%D7%99%D7%94%D7%95-%D7%AA%D7%99%D7%A7%D7%99%D7%9D-1000-2000-4000,0,1,0.00%,65.0,FALSE,FALSE,FALSE,FALSE
20 קמש מעל המותר,https://jus-tice.co.il/speeding/,0,13,0.00%,67.8,FALSE,FALSE,FALSE,FALSE
20000 ברוטו כמה זה נטו,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%97%D7%96%D7%A8%D7%99-%D7%9E%D7%A1-%D7%A2%D7%9D-%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F/,0,1,0.00%,54.0,FALSE,FALSE,FALSE,FALSE
218 תמרור,https://jus-tice.co.il/wp-content/uploads/2020/01/hana_v9.32.88s.pdf,0,1,0.00%,83.0,FALSE,FALSE,FALSE,FALSE
227 תמרור,https://jus-tice.co.il/wp-content/uploads/2020/01/hana_v9.32.88s.pdf,0,2,0.00%,73.0,FALSE,FALSE,FALSE,FALSE
23 צלזיוס פרנהייט,https://jus-tice.co.il/lisbon-portugal/,0,2,0.00%,46.0,FALSE,FALSE,FALSE,FALSE
251 שקל לדולר,https://jus-tice.co.il/%D7%94%D7%A7%D7%98%D7%A0%D7%AA-%D7%94%D7%95%D7%A6%D7%90%D7%95%D7%AA-%D7%AA%D7%91%D7%99%D7%A2%D7%95%D7%AA-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,0,1,0.00%,64.0,FALSE,FALSE,FALSE,FALSE
27000 רופי לשקל,https://jus-tice.co.il/what-is-bitcoin-and-how-does-it-work,0,4,0.00%,10.0,FALSE,FALSE,FALSE,FALSE
27א לחוק זכויות יוצרים,https://jus-tice.co.il/copyright/,0,1,0.00%,24.0,FALSE,FALSE,FALSE,FALSE
2821091895,https://jus-tice.co.il/wp-content/uploads/2023/03/greece-list-of-lawyers-november-2021.pdf,0,82,0.00%,4.8,FALSE,FALSE,FALSE,FALSE
"29,440/12",https://jus-tice.co.il/wp-content/uploads/2019/03/%D7%91%D7%99%D7%94%D7%93-%D7%94%D7%90%D7%96%D7%95%D7%A8%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%AA%D7%90-%D7%A9-%D7%90%D7%95%D7%A8%D7%9F-%D7%A9%D7%92%D7%91-%D7%A4%D7%A1%D7%93-%D7%91%D7%A2%D7%A0%D7%99%D7%99%D7%9F-%D7%90%D7%97%D7%A8%D7%99%D7%95%D7%AA-%D7%91%D7%99%D7%98%D7%95%D7%97-%D7%9C%D7%90%D7%95%D7%9E%D7%99-%D7%9C%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%91%D7%97%D7%95%D7%9C%D7%94-%D7%A1%D7%A8%D7%98%D7%9F.pdf,0,2,0.00%,28.0,FALSE,FALSE,FALSE,FALSE
2all בניית אתרים,https://jus-tice.co.il/beginners-guide-how-to-choose-the-best-website-builder/,0,18,0.00%,57.9,FALSE,FALSE,FALSE,FALSE
2all כניסה,https://jus-tice.co.il/beginners-guide-how-to-choose-the-best-website-builder/,0,2,0.00%,54.5,FALSE,FALSE,FALSE,FALSE
3 כלים שימושיים בעולם ה seo,https://jus-tice.co.il/powerful-seo-tools-for-your-law-firm/,0,37,0.00%,8.3,FALSE,FALSE,FALSE,FALSE
3 כלים שימושיים בעולם ה-seo,https://jus-tice.co.il/powerful-seo-tools-for-your-law-firm/,0,38,0.00%,8.1,FALSE,FALSE,FALSE,FALSE
3 סרטונים בלעדיים טלגרם,https://jus-tice.co.il/53431-10-21/,0,47,0.00%,13.8,FALSE,FALSE,FALSE,FALSE
3 סרטונים בלעדיים לקבוצה סגורה טלגרם,https://jus-tice.co.il/53431-10-21/,0,3,0.00%,10.3,FALSE,FALSE,FALSE,FALSE
30 יום הודעה מוקדמת,https://jus-tice.co.il/notice-of-termination/,0,6,0.00%,24.3,FALSE,FALSE,FALSE,FALSE
30 קמש מעל המותר,https://jus-tice.co.il/speeding/,0,4,0.00%,83.5,FALSE,FALSE,FALSE,FALSE
30. איזה תמרור מורה לעבור מקום מסומן מצדו השמאלי בלבד? 215 123 214 213,https://jus-tice.co.il/wp-content/uploads/2020/01/hana_v9.32.88s.pdf,0,5,0.00%,28.0,FALSE,FALSE,FALSE,FALSE
3000 באט לדולר,https://jus-tice.co.il/%D7%97%D7%AA%D7%99%D7%9E%D7%AA-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A0%D7%95%D7%98%D7%A8%D7%99%D7%95%D7%9F/,0,1,0.00%,28.0,FALSE,FALSE,FALSE,FALSE
302 תמרור,https://jus-tice.co.il/wp-content/uploads/2020/01/hana_v9.32.88s.pdf,0,2,0.00%,95.0,FALSE,FALSE,FALSE,FALSE
303 תמרור,https://jus-tice.co.il/wp-content/uploads/2020/01/hana_v9.32.88s.pdf,0,1,0.00%,101.0,FALSE,FALSE,FALSE,FALSE
31661-07-16,https://jus-tice.co.il/prenuptial-agreement-for-second-marriage/,0,2,0.00%,17.5,FALSE,FALSE,FALSE,FALSE
32000 רופי לשקל,https://jus-tice.co.il/what-is-bitcoin-and-how-does-it-work,0,3,0.00%,10.0,FALSE,FALSE,FALSE,FALSE
338 4,https://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%94%D7%A2%D7%95%D7%A0%D7%A9%D7%99%D7%9F/,0,3,0.00%,70.3,FALSE,FALSE,FALSE,FALSE
35787-02,https://jus-tice.co.il/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94/%D7%A4%D7%A1%D7%A7%D7%99-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%95-%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94-2022/,0,5,0.00%,68.8,FALSE,FALSE,FALSE,FALSE
