query,total_clicks,total_impressions,avg_position,page_count,best_page,best_page_clicks,best_page_impressions,second_page,second_page_clicks,third_page,risk_level
עלות אקטואר גירושין,0,647,54.5,4,https://jus-tice.co.il/%D7%90%D7%99%D7%96%D7%95%D7%9F-%D7%9E%D7%A9%D7%90%D7%91%D7%99%D7%9D-%D7%9B%D7%A1%D7%A4%D7%99%D7%9D-%D7%94%D7%9E%D7%A6%D7%95%D7%99%D7%99%D7%9D-%D7%91%D7%97%D7%A9%D7%91%D7%95%D7%A0%D7%95%D7%AA-%D7%91%D7%9F-%D7%96%D7%95%D7%92-%D7%94%D7%91%D7%A8%D7%97%D7%AA-%D7%A0%D7%9B%D7%A1%D7%99%D7%9D/,0,3,https://jus-tice.co.il/decision66529-11-19/,0,https://jus-tice.co.il/divorce-costs-2025/,MEDIUM
עורך דין הסכם ממון חיפה,0,646,79.4,8,https://jus-tice.co.il/7-reasons-why-you-need-a-prenup/,0,22,https://jus-tice.co.il/articles/%D7%A4%D7%A1%D7%93-%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9E%D7%95%D7%9F-%D7%A9%D7%A0%D7%97%D7%AA%D7%9D-%D7%95%D7%91%D7%95%D7%98%D7%9C-%D7%91%D7%A4%D7%A0%D7%99-%D7%A0%D7%95%D7%98%D7%A8%D7%99%D7%95/,0,https://jus-tice.co.il/changing-or-canceling-a-prenuptial-agreement/,MEDIUM
אקטואר ביטוח לאומי,0,645,52.4,4,https://jus-tice.co.il/%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%93%D7%9E%D7%99-%D7%91%D7%99%D7%98%D7%95%D7%97-%D7%9C%D7%90%D7%95%D7%9E%D7%99-%D7%95%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA/,0,192,https://jus-tice.co.il/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%91%D7%99%D7%98%D7%95%D7%97/,0,https://jus-tice.co.il/articles/%D7%90%D7%A7%D7%98%D7%95%D7%90%D7%A8-%D7%9E%D7%94%D7%95-%D7%9E%D7%93%D7%A2-%D7%94%D7%90%D7%A7%D7%98%D7%95%D7%90%D7%A8%D7%99%D7%94/,MEDIUM
מחיר דירות ביוון,0,645,56.4,5,https://jus-tice.co.il/%D7%94%D7%A9%D7%95%D7%95%D7%90%D7%AA-%D7%A9%D7%95%D7%A7-%D7%94%D7%A0%D7%93%D7%9C%D7%9F-%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F-%D7%9E%D7%95%D7%9C-%D7%99%D7%95%D7%95%D7%9F/,0,14,https://jus-tice.co.il/buying-property-in-greece/,0,https://jus-tice.co.il/greece-price-list/,MEDIUM
חלוקת דירה בגירושין,0,644,27.9,4,https://jus-tice.co.il/%D7%94%D7%A1%D7%9E%D7%9B%D7%95%D7%AA-%D7%9C%D7%A4%D7%A1%D7%95%D7%A7-%D7%91%D7%A2%D7%A0%D7%99%D7%99%D7%9F-%D7%94%D7%A8%D7%9B%D7%95%D7%A9-%D7%9C%D7%9E%D7%A8%D7%95%D7%AA-%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9E%D7%95%D7%9F-%D7%A9%D7%90%D7%95%D7%A9%D7%A8-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%9E%D7%A9%D7%A4%D7%98/,0,1,https://jus-tice.co.il/%D7%AA%D7%99%D7%A7-916847/5-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99-%D7%94%D7%90%D7%96%D7%95%D7%A8%D7%99-%D7%90%D7%A9%D7%93%D7%95%D7%93/,0,https://jus-tice.co.il/1303799/4/,MEDIUM
דיני נזיקין,0,643,50.7,3,https://jus-tice.co.il/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%93%D7%99%D7%A0%D7%99-%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F/,0,565,https://jus-tice.co.il/articles/%D7%A2%D7%95%D7%95%D7%9C%D7%94-%D7%A0%D7%96%D7%A7-%D7%95%D7%A4%D7%99%D7%A6%D7%95%D7%99-%D7%93%D7%99%D7%A0%D7%99-%D7%94%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F-%D7%95%D7%A8%D7%A9%D7%9C%D7%A0%D7%95/,0,https://jus-tice.co.il/tort/,MEDIUM
"עו""ד לענייני הגירה לארה""ב",0,642,37.4,3,https://jus-tice.co.il/choose-usa-attorney/,0,253,https://jus-tice.co.il/immigration-lawyer/,0,https://jus-tice.co.il/usa-lawyers/,MEDIUM
העברת כסף לדובאי,0,641,70.3,2,https://jus-tice.co.il/%D7%90%D7%99%D7%A4%D7%94-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%94%D7%A9%D7%A7%D7%99%D7%A2-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%93%D7%95%D7%91%D7%90%D7%99/,0,326,https://jus-tice.co.il/united-arab-emirates-lawyers/,0,,MEDIUM
פורטוגל,0,640,59.7,4,https://jus-tice.co.il/ministry_of_finance_portugal/,0,3,https://jus-tice.co.il/portugal-economy/,0,https://jus-tice.co.il/portugal/,MEDIUM
גרימת מוות ברשלנות חוק העונשין,0,639,43.6,3,https://jus-tice.co.il/psakdin/%D7%A2%D7%95%D7%A0%D7%A9-%D7%9E%D7%95%D7%A8%D7%A9%D7%A2-%D7%91%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%A9%D7%9C-%D7%92%D7%A8%D7%9D-%D7%9E%D7%95%D7%95%D7%AA-%D7%91%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/,0,92,https://jus-tice.co.il/punishment-for-offenses-of-causing-death-in-road-accidents/,0,https://jus-tice.co.il/punishment-of-parents-and-relatives-for-negligently-causing-death/,MEDIUM
נוטריון,0,639,34.5,2,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,0,1,https://jus-tice.co.il/israel-notary-public/,0,,MEDIUM
עורך דין אוסטרליה,0,639,21.4,8,https://jus-tice.co.il/%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94-%D7%90%D7%95%D7%A1%D7%98%D7%A8%D7%9C%D7%99%D7%94/,0,176,https://jus-tice.co.il/%D7%A1%D7%99%D7%95%D7%A2-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A4%D7%99-%D7%9E%D7%93%D7%99%D7%A0%D7%94/,0,https://jus-tice.co.il/australia-lawyers/,MEDIUM
ענישה בתאונות דרכים,0,639,40.3,4,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,0,42,https://jus-tice.co.il/psakdin/%D7%A2%D7%95%D7%A0%D7%A9-%D7%9E%D7%90%D7%A1%D7%A8-%D7%A4%D7%92%D7%A2-%D7%95%D7%91%D7%A8%D7%97-%D7%92%D7%A8%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%95%D7%AA-%D7%91%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/,0,https://jus-tice.co.il/psakdin/%D7%A2%D7%95%D7%A0%D7%A9-%D7%9E%D7%95%D7%A8%D7%A9%D7%A2-%D7%91%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%A9%D7%9C-%D7%92%D7%A8%D7%9D-%D7%9E%D7%95%D7%95%D7%AA-%D7%91%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/,MEDIUM
עורך דין מעשים מגונים,0,638,79.0,6,https://jus-tice.co.il/%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%91%D7%A7%D7%98%D7%99%D7%A0%D7%94-%D7%91%D7%9E%D7%A8%D7%97%D7%91-%D7%94%D7%95%D7%95%D7%99%D7%A8%D7%98%D7%95%D7%90%D7%9C%D7%99/,0,3,https://jus-tice.co.il/%D7%AA%D7%A4%D7%97%D7%A226551-01-21%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%99%D7%95%D7%A1%D7%A3%D7%A2%D7%A6%D7%99%D7%A8/,0,https://jus-tice.co.il/17044-12-22/,MEDIUM
השבת רכוש מרומניה,1,637,28.2,3,https://jus-tice.co.il/wp-content/uploads/2023/05/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%94%D7%A9%D7%91%D7%AA-%D7%A8%D7%9B%D7%95%D7%A9-%D7%99%D7%94%D7%95%D7%93%D7%99-%D7%A8%D7%95%D7%9E%D7%A0%D7%99%D7%94.pdf,1,428,https://jus-tice.co.il/romania-lawyers/,0,https://jus-tice.co.il/romanian-passport/,MEDIUM
הארכת מעצר עד תום ההליכים,0,637,47.6,5,https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%95%D7%AA-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%9E%D7%A2%D7%A6%D7%A8-%D7%A2%D7%93-%D7%AA%D7%95%D7%9D-%D7%94%D7%94%D7%9C%D7%99%D7%9B%D7%99%D7%9D-%D7%91%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%95%D7%90%D7%9C%D7%99%D7%9E%D7%95%D7%AA-%D7%91%D7%AA%D7%95%D7%9A-%D7%94%D7%9E%D7%A9%D7%A4%D7%97%D7%94/,0,33,https://jus-tice.co.il/application-for-extension-of-detention-form/,0,https://jus-tice.co.il/detention-before-charge-or-trial/,MEDIUM
ייצוג משפטי ניו זילנד,0,634,8.6,4,https://jus-tice.co.il/%D7%A1%D7%99%D7%95%D7%A2-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A4%D7%99-%D7%9E%D7%93%D7%99%D7%A0%D7%94/,0,281,https://jus-tice.co.il/%D7%AA%D7%A0%D7%90%D7%99-%D7%94%D7%94%D7%A1%D7%92%D7%A8%D7%94-%D7%95%D7%A1%D7%99%D7%99%D7%92%D7%99%D7%94/,0,https://jus-tice.co.il/dla-piper/,MEDIUM
לקנות בית ביוון,0,634,29.0,2,https://jus-tice.co.il/buying-property-in-greece/,0,527,https://jus-tice.co.il/greece-price-list/,0,,MEDIUM
מחיקת רישום משטרתי חוסר ראיות,0,633,26.5,2,https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%95%D7%AA-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%94%D7%A0%D7%97%D7%99%D7%94-%D7%9E%D7%A1%D7%A4%D7%A8-13/,0,80,https://jus-tice.co.il/police-records-data-deletion/,0,,MEDIUM
תוכנה לחתימה דיגיטלית,0,633,68.6,2,https://jus-tice.co.il/digital-signature/,0,549,https://jus-tice.co.il/electronic-signature/,0,,MEDIUM
ייצוג עסקי ביפן,0,632,17.9,13,https://jus-tice.co.il/,0,3,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%99%D7%A9%D7%95%D7%99-%D7%A2%D7%A1%D7%A7%D7%99%D7%9D/,0,https://jus-tice.co.il/china-business-legal-guide/,MEDIUM
משמורת על ילדים,0,632,42.2,4,https://jus-tice.co.il/child-custody-modification/,0,198,https://jus-tice.co.il/mom-full-custody/,0,https://jus-tice.co.il/what-is-child-custody/,MEDIUM
עורך דין לענייני אזרחות ישראלית,0,632,62.7,11,https://jus-tice.co.il/bar-exam-worldwide/,0,1,https://jus-tice.co.il/california-lawyers/,0,https://jus-tice.co.il/find-lawyer-how-to-find-good-attorney/,MEDIUM
עורך דין לענייני עסקים,0,631,17.0,3,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%99%D7%A9%D7%95%D7%99-%D7%A2%D7%A1%D7%A7%D7%99%D7%9D/,0,172,https://jus-tice.co.il/choose-usa-attorney/,0,https://jus-tice.co.il/types-of-lawyers-small-business/,MEDIUM
משרד עורכי דין פליליים,0,630,55.3,8,https://jus-tice.co.il/%D7%9E%D7%A9%D7%A8%D7%93-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%9B%D7%99-%D7%98%D7%95%D7%91-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91/,0,32,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C/,0,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%99%D7%9D-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%91%D7%9E%D7%93%D7%99%D7%94-%D7%A1%D7%A8%D7%98%D7%99%D7%9D-%D7%95%D7%98%D7%9C%D7%95%D7%95%D7%99%D7%96%D7%99%D7%94/,MEDIUM
עורך דין עבירות סייבר,0,630,43.0,4,https://jus-tice.co.il/cyber-lawyer/,0,293,https://jus-tice.co.il/cybercrime-lawyer-roll/,0,https://jus-tice.co.il/cybersex-trafficking/,MEDIUM
כלי מנהלי אתרים,0,629,75.8,2,https://jus-tice.co.il/powerful-seo-tools-for-your-law-firm/,0,331,https://jus-tice.co.il/search-engine-optimization/,0,,MEDIUM
עורך דין מקרקעין במרכז,0,629,85.0,2,https://jus-tice.co.il/real-estate-attorney/,0,614,https://jus-tice.co.il/real-estate-lawyer-guide/,0,,MEDIUM
עורך דין אתיופי,7,628,16.1,4,https://jus-tice.co.il/ethiopia-lawyer/,7,394,https://jus-tice.co.il/,0,https://jus-tice.co.il/find-lawyer/,MEDIUM
רישום מכר מקוון,0,627,22.6,2,https://jus-tice.co.il/%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%A8%D7%99%D7%A9%D7%95%D7%9D-%D7%9E%D7%9B%D7%A8/,0,495,https://jus-tice.co.il/registration-of-real-estate-israel/,0,,MEDIUM
עורך דין מקסיקו,1,626,12.7,14,https://jus-tice.co.il/mexico-lawyers/,1,367,https://jus-tice.co.il/american-bar-association/,0,https://jus-tice.co.il/baker-mckenzie/,MEDIUM
"עורכי דין הגירה לארה""ב",0,626,46.1,4,https://jus-tice.co.il/choose-usa-attorney/,0,240,https://jus-tice.co.il/immigration-lawyer/,0,https://jus-tice.co.il/usa-lawyers/,MEDIUM
עורך דין ניו זילנד,0,625,16.4,4,https://jus-tice.co.il/%D7%A1%D7%99%D7%95%D7%A2-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A4%D7%99-%D7%9E%D7%93%D7%99%D7%A0%D7%94/,0,211,https://jus-tice.co.il/admission-to-practice-law/,0,https://jus-tice.co.il/australia-lawyers/,MEDIUM
נכסים בקפריסין,1,624,22.9,3,https://jus-tice.co.il/avoiding-mistakes-when-buying-property-in-cyprus/,1,531,https://jus-tice.co.il/buy-real-estate-cyprus/,0,https://jus-tice.co.il/cyprus-prices/,MEDIUM
פיצוי מוסכם בגין הפרת חוזה,0,624,54.3,4,https://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%94%D7%97%D7%95%D7%96%D7%99%D7%9D-%D7%AA%D7%A8%D7%95%D7%A4%D7%95%D7%AA-%D7%91%D7%A9%D7%9C-%D7%94%D7%A4%D7%A8%D7%AA-%D7%97%D7%95%D7%96%D7%94-%D7%AA%D7%A9%D7%9C%D7%90-1970/,0,63,https://jus-tice.co.il/decision21029-12-21/,0,https://jus-tice.co.il/decision22695-02-20/,MEDIUM
תביעה לפירוק שיתוף בין יורשים,0,623,66.0,2,https://jus-tice.co.il/9230-03-20/,0,462,https://jus-tice.co.il/articles/%D7%A4%D7%99%D7%A8%D7%95%D7%A7-%D7%A9%D7%99%D7%AA%D7%95%D7%A3-%D7%91%D7%99%D7%9F-%D7%91%D7%A0%D7%99-%D7%96%D7%95%D7%92-%D7%97%D7%9C%D7%95%D7%A7%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%9C%D7%A4%D7%99/,0,,MEDIUM
הנפקת תעודת יושר,0,621,21.7,2,https://jus-tice.co.il/,0,3,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,0,,MEDIUM
רכישת נכס ביוון,0,621,41.6,4,https://jus-tice.co.il/articles/%D7%90%D7%99%D7%A4%D7%94-%D7%94%D7%9B%D7%99-%D7%9E%D7%A9%D7%AA%D7%9C%D7%9D-%D7%9C%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A2%D7%95/,0,36,https://jus-tice.co.il/buying-property-in-greece/,0,https://jus-tice.co.il/greece-price-list/,MEDIUM
רשלנות רפואית עו ד,0,620,60.7,2,https://jus-tice.co.il/medical-malpractice-in-the-united-states/,0,378,https://jus-tice.co.il/medical-malpractice-lawyer/,0,,MEDIUM
קניית נדלן בפורטוגל,0,619,42.1,4,https://jus-tice.co.il/buying-property-in-portugal/,0,313,https://jus-tice.co.il/guide-buying-property-portugal-israelis/,0,https://jus-tice.co.il/porto-portugal-real-estate/,MEDIUM
תביעת משמורת,0,616,67.6,8,https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%9E%D7%A9%D7%9E%D7%95%D7%A8%D7%AA-%D7%9E%D7%A9%D7%95%D7%AA%D7%A4%D7%AA-%D7%94%D7%A8%D7%97%D7%91%D7%AA-%D7%94%D7%A1%D7%93%D7%A8%D7%99-%D7%A9%D7%94%D7%95%D7%AA-%D7%9C%D7%90%D7%91-1244887-2/,0,2,https://jus-tice.co.il/child-custody-modification/,0,https://jus-tice.co.il/custody-rights-for-fathers/,MEDIUM
בדיקת ינשוף כמה מותר,0,615,63.5,3,https://jus-tice.co.il/%D7%93%D7%99%D7%9F-%D7%95%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%9C%D7%A2%D7%A0%D7%99%D7%99%D7%9F-%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%91%D7%A0%D7%95%D7%A9%D7%90-%D7%91%D7%93%D7%99%D7%A7%D7%95%D7%AA-%D7%A9%D7%9B%D7%A8%D7%95%D7%AA-%D7%9C%D7%A0%D7%94%D7%92%D7%99%D7%9D/,0,35,https://jus-tice.co.il/blood-alcohol-content-breathalyzer/,0,https://jus-tice.co.il/yanshuf-breathalyzer-test/,MEDIUM
עורך דין גישור גירושין,0,615,85.7,3,https://jus-tice.co.il/%D7%92%D7%99%D7%A9%D7%95%D7%A8-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%94-%D7%96%D7%94-%D7%95%D7%90%D7%99%D7%9A-%D7%94%D7%AA%D7%94%D7%9C%D7%99%D7%9A-%D7%A2%D7%95%D7%91%D7%93/,0,410,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,0,https://jus-tice.co.il/divorce-mediation-basics/,MEDIUM
עורך דין לענייני משפחה מומלץ,0,615,45.3,3,https://jus-tice.co.il/,0,376,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,0,https://jus-tice.co.il/trusted-divorce-attorney-guide/,MEDIUM
עורך דין רשלנות רפואית שיניים תל אביב,0,615,63.7,2,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,0,199,https://jus-tice.co.il/medical-malpractice-lawyer/,0,,MEDIUM
רשלנות מקצועית,0,613,73.8,2,https://jus-tice.co.il/%D7%AA%D7%90-55450-03-20-%D7%9E%D7%A0%D7%98%D7%99%D7%9F-%D7%90%D7%99%D7%A0%D7%95%D7%95%D7%A1%D7%98%D7%9E%D7%A0%D7%98%D7%A1-%D7%91%D7%A2%D7%9E-%D7%95%D7%90%D7%97-%D7%A0-%D7%A1%D7%A8%D7%92%D7%A0%D7%99/,0,604,https://jus-tice.co.il/medical-malpractice-in-the-united-states/,0,,MEDIUM
שאל עורך דין,0,613,44.9,2,https://jus-tice.co.il/,0,348,https://jus-tice.co.il/rules-for-being-a-successful-lawyer/,0,,MEDIUM
רשלנות,0,612,24.7,2,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9E%D7%94%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A2%D7%95%D7%95%D7%9C%D7%AA-%D7%94%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/,0,550,https://jus-tice.co.il/tort/,0,,MEDIUM
עורך דין סין,1,611,20.0,4,https://jus-tice.co.il/top-lawyers-for-israelis-china/,1,214,https://jus-tice.co.il/china-business-legal-guide/,0,https://jus-tice.co.il/china-lawyers/,MEDIUM
ייצוג חברות ביפן,0,611,18.1,8,https://jus-tice.co.il/,0,1,https://jus-tice.co.il/avvo/,0,https://jus-tice.co.il/cms-law-firm/,MEDIUM
עורך דין דיני גירושין,0,611,58.8,8,https://jus-tice.co.il/%D7%9E%D7%94-%D7%96%D7%94-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F/,0,8,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,0,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9C%D7%A2%D7%A0%D7%99%D7%99%D7%A0%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F/,MEDIUM
עורך דין מעשה סדום,0,611,70.7,6,https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%90%D7%99%D7%A0%D7%95%D7%A1-%D7%95%D7%9E%D7%A2%D7%A9%D7%94-%D7%A1%D7%93%D7%95%D7%9D-%D7%91%D7%A7%D7%98%D7%99%D7%A0%D7%94/,0,186,https://jus-tice.co.il/39514-09-19/,0,https://jus-tice.co.il/criminal-defense-attorney/,MEDIUM
רכישת דירה באתונה,0,611,42.4,3,https://jus-tice.co.il/buying-property-in-greece/,0,343,https://jus-tice.co.il/greece-price-list/,0,https://jus-tice.co.il/investing-in-greece-real-estate/,MEDIUM
תביעה לשלום בית ולחילופין גירושין,0,611,68.0,5,https://jus-tice.co.il/%D7%94%D7%A1%D7%9E%D7%9B%D7%95%D7%AA-%D7%9C%D7%A4%D7%A1%D7%95%D7%A7-%D7%91%D7%A2%D7%A0%D7%99%D7%99%D7%9F-%D7%94%D7%A8%D7%9B%D7%95%D7%A9-%D7%9C%D7%9E%D7%A8%D7%95%D7%AA-%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9E%D7%95%D7%9F-%D7%A9%D7%90%D7%95%D7%A9%D7%A8-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%9E%D7%A9%D7%A4%D7%98/,0,225,https://jus-tice.co.il/%D7%AA%D7%99%D7%A7-1301763/3-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99-%D7%94%D7%92%D7%93%D7%95%D7%9C-%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D/,0,https://jus-tice.co.il/articles/%D7%97%D7%99%D7%95%D7%91-%D7%92%D7%98-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%93%D7%97%D7%99%D7%99%D7%AA-%D7%91%D7%A7%D7%A9%D7%AA-%D7%94%D7%90%D7%99%D7%A9-%D7%9C%D7%93%D7%95%D7%9F-%D7%91/,MEDIUM
שכר טרחת עו ד ברכישת דירה יד שניה,0,609,48.1,3,https://jus-tice.co.il/lawyer-for-buying-or-selling-a-house/,0,506,https://jus-tice.co.il/real-estate-lawyer-cost-2025/,0,https://jus-tice.co.il/real-estate-lawyer-guide/,MEDIUM
אי הרשעה,0,608,74.3,3,https://jus-tice.co.il/criminal-law/,0,30,https://jus-tice.co.il/psakdin/%D7%90%D7%99-%D7%94%D7%A8%D7%A9%D7%A2%D7%94-%D7%94%D7%91%D7%A8%D7%97%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%A0%D7%99%D7%9D-%D7%9E%D7%90%D7%99%D7%9C%D7%AA-%D7%9C%D7%9C%D7%90-%D7%9E%D7%A2%D7%9E/,0,https://jus-tice.co.il/psakdin/%D7%A9%D7%99%D7%A2%D7%95%D7%A8%D7%99-%D7%94%D7%A8%D7%A9%D7%A2%D7%94-%D7%95%D7%96%D7%99%D7%9B%D7%95%D7%99-%D7%91%D7%94%D7%9C%D7%99%D7%9B%D7%99%D7%9D-%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%99%D7%9D/,MEDIUM
רכישת בית ביוון,0,608,27.1,3,https://jus-tice.co.il/buying-property-in-greece/,0,484,https://jus-tice.co.il/greece-price-list/,0,https://jus-tice.co.il/investing-in-greece-real-estate/,MEDIUM
